['l_shoulder_z', 'l_shoulder_y', 'l_arm_x', 'l_elbow_y', 'l_wrist_z', 'l_wrist_x', 'l_thumb_z', 'l_thumb_x', 'l_indexfinger_x', 'l_middlefingers_x', 'r_shoulder_z', 'r_shoulder_y', 'r_arm_x', 'r_elbow_y', 'r_wrist_z', 'r_wrist_x', 'r_thumb_z', 'r_thumb_x', 'r_indexfinger_x', 'r_middlefingers_x']
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -55.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -61.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -179.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 23.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -55.0, -61.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 24.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -55.0, -61.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 24.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -55.0, -61.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 24.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -55.0, -61.0, -180.0, -179.0, -180.0, 10.0, 69.0, 56.0, 113.0, 25.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 11.0, 68.0, 56.0, 112.0, 26.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 11.0, 68.0, 56.0, 112.0, 26.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 11.0, 68.0, 56.0, 112.0, 26.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 13.0, 65.0, 56.0, 109.0, 28.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 14.0, 64.0, 56.0, 109.0, 29.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 14.0, 64.0, 56.0, 109.0, 29.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -55.0, -60.0, -180.0, -179.0, -180.0, 14.0, 62.0, 56.0, 107.0, 30.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -55.0, -60.0, -180.0, -179.0, -180.0, 14.0, 62.0, 56.0, 107.0, 30.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 16.0, 59.0, 56.0, 104.0, 34.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 17.0, 56.0, 56.0, 103.0, 35.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 17.0, 56.0, 56.0, 103.0, 35.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 18.0, 53.0, 56.0, 101.0, 40.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 19.0, 49.0, 56.0, 99.0, 42.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -55.0, -60.0, -180.0, -179.0, -180.0, 20.0, 48.0, 56.0, 98.0, 43.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -55.0, -60.0, -180.0, -179.0, -180.0, 20.0, 48.0, 56.0, 98.0, 43.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 23.0, 43.0, 56.0, 97.0, 48.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 24.0, 41.0, 56.0, 96.0, 50.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 24.0, 41.0, 56.0, 96.0, 50.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 26.0, 38.0, 56.0, 96.0, 56.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 29.0, 35.0, 56.0, 97.0, 59.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -61.0, -180.0, -179.0, -180.0, 30.0, 33.0, 56.0, 97.0, 62.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -61.0, -180.0, -179.0, -180.0, 30.0, 33.0, 56.0, 97.0, 62.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 33.0, 30.0, 55.0, 98.0, 69.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 34.0, 28.0, 55.0, 99.0, 72.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 34.0, 28.0, 55.0, 99.0, 72.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 36.0, 27.0, 54.0, 101.0, 76.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 38.0, 27.0, 53.0, 103.0, 80.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 38.0, 27.0, 53.0, 103.0, 80.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 38.0, 27.0, 53.0, 103.0, 80.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -55.0, -61.0, -180.0, -179.0, -180.0, 38.0, 27.0, 52.0, 105.0, 83.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 40.0, 27.0, 49.0, 109.0, 91.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 40.0, 27.0, 49.0, 109.0, 91.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 41.0, 27.0, 48.0, 111.0, 93.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 41.0, 27.0, 48.0, 111.0, 93.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -61.0, -180.0, -179.0, -180.0, 42.0, 27.0, 47.0, 114.0, 99.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -61.0, -180.0, -179.0, -180.0, 42.0, 27.0, 47.0, 114.0, 99.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -61.0, -180.0, -179.0, -180.0, 42.0, 27.0, 47.0, 114.0, 99.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -55.0, -60.0, -180.0, -179.0, -180.0, 43.0, 28.0, 46.0, 116.0, 102.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -55.0, -60.0, -180.0, -179.0, -180.0, 43.0, 28.0, 46.0, 116.0, 102.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 44.0, 28.0, 46.0, 117.0, 101.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 44.0, 28.0, 46.0, 117.0, 101.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 44.0, 29.0, 46.0, 118.0, 101.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 44.0, 29.0, 46.0, 118.0, 101.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 44.0, 29.0, 46.0, 118.0, 101.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 29.0, 46.0, 119.0, 101.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -55.0, -60.0, -180.0, -179.0, -180.0, 45.0, 29.0, 46.0, 119.0, 101.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 101.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 101.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 101.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 100.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 100.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 100.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 100.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 100.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 100.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 100.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 100.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 100.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 100.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -55.0, -61.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 100.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 100.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 100.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 100.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -61.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 100.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 100.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 100.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 100.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -55.0, -61.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 99.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -55.0, -61.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 99.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -61.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 99.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -61.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 99.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 99.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 99.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -61.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 99.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 99.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 99.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 99.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 99.0, 180.0, -9.0, 32.0, -180.0, 32.0]
[-24.0, 14.0, 0.0, 104.0, -7.0, -56.0, -60.0, -180.0, -179.0, -180.0, 45.0, 30.0, 46.0, 119.0, 99.0, 180.0, -9.0, 32.0, -180.0, 32.0]
