,0,1,2,3,4
0,-1.9496314629249432,-1.9907082618417649,3.6617268512260512,0.021837552515650817,2.0
1,0.9526814277381206,1.9271517144700665,1.3989323620553975,0.07525383663825146,0.0
2,-0.04810612126719338,-2.2423348874491964,1.9462153772536985,0.08530867271959618,1.0
3,88.0,88.0,88.0,0.2,2.0
4,88.0,88.0,88.0,0.2,1.0
5,88.0,88.0,88.0,0.2,0.0
6,-1.8759482347207495,-1.9726102182809335,3.6269254023747868,0.23801802197321853,2.0
7,0.925877581936245,1.908517606635524,1.3961355456148803,0.23907525669390411,0.0
8,-0.04810612126719338,-2.2423348874491964,1.9462153772536985,0.2790214796349356,1.0
9,0.9032524163653366,1.892788528870378,1.3937747487536436,0.3773571577396538,0.0
10,88.0,88.0,88.0,0.4,1.0
11,88.0,88.0,88.0,0.4,2.0
12,88.0,88.0,88.0,0.4,0.0
13,-0.048282953946251886,-2.238981212354721,1.9433344345975052,0.4290615791230964,1.0
14,-1.8023477141708488,-1.9543634244566543,3.592072508025437,0.456498115614711,2.0
15,-1.7599709543883502,-1.9437785042863178,3.571963055877061,0.5834799618327671,2.0
16,88.0,88.0,88.0,0.6000000000000001,2.0
17,88.0,88.0,88.0,0.6000000000000001,1.0
18,88.0,88.0,88.0,0.6000000000000001,0.0
19,-0.04881944053170438,-2.228806612785617,1.9345940417202685,0.656662328837249,1.0
20,0.8514820563013512,1.8567976311762162,1.3883728301174636,0.693770480110024,0.0
21,-0.04923615828898065,-2.22090345839445,1.927804912194423,0.7745220933956772,1.0
22,0.8376212544764603,1.8471615633601506,1.3869265407040283,0.7784857950259425,0.0
23,88.0,88.0,88.0,0.8,1.0
24,88.0,88.0,88.0,0.8,0.0
25,88.0,88.0,88.0,0.8,2.0
26,-1.685517852485239,-1.9250372345441038,3.5365548670424523,0.8087480736447863,2.0
27,-1.6465344231938552,-1.9151490752483813,3.517974937792955,0.9278298841477678,2.0
28,0.8041713888804557,1.8239071241586204,1.383436252977278,0.9829267742463483,0.0
29,88.0,88.0,88.0,1.0,2.0
30,88.0,88.0,88.0,1.0,1.0
31,88.0,88.0,88.0,1.0,0.0
32,-0.050374155471905636,-2.1993210629329414,1.9092647608809212,1.0159158383929205,1.0
33,0.7712164614248619,1.800996767323032,1.3799976090011434,1.1843427596057563,0.0
34,-1.558477523128571,-1.8926163044669426,3.4759005317632052,1.1997793333777282,2.0
35,88.0,88.0,88.0,1.2000000000000002,2.0
36,88.0,88.0,88.0,1.2000000000000002,1.0
37,88.0,88.0,88.0,1.2000000000000002,0.0
38,-0.05181698681059719,-2.171957413002051,1.885758277964639,1.260760353280685,1.0
39,0.7419033195092819,1.780618189880763,1.3769389629456967,1.3635006524842164,0.0
40,-0.05256292479364864,-2.1578105163475296,1.8736055211004126,1.3662467088805343,1.0
41,88.0,88.0,88.0,1.4000000000000001,2.0
42,88.0,88.0,88.0,1.4000000000000001,1.0
43,88.0,88.0,88.0,1.4000000000000001,0.0
44,-1.4943602018676756,-1.876031648285333,3.4451695179041066,1.4004682273380253,2.0
45,-1.4392561830788355,-1.861654197669847,3.4186920383532278,1.5748126584299662,2.0
46,0.7040609128573587,1.754310043972044,1.3729903405780277,1.5947882386711114,0.0
47,88.0,88.0,88.0,1.6,0.0
48,88.0,88.0,88.0,1.6,1.0
49,88.0,88.0,88.0,1.6,2.0
50,-0.05484833204785937,-2.114467207689948,1.8363718645133786,1.6432662326621836,1.0
51,88.0,88.0,88.0,1.8,2.0
52,88.0,88.0,88.0,1.8,0.0
53,88.0,88.0,88.0,1.8,1.0
54,-1.3660617203247405,-1.8423728095813985,3.3834236635616657,1.809158687703362,2.0
55,-0.056729393893955676,-2.078792408789605,1.8057257682137018,1.8427731253038258,1.0
56,0.6603206595118982,1.7239016987079296,1.3684263141852027,1.8621226529045327,0.0
