	Q	R	eps_max	Q_scale_factor	mean_test_score	mean_fit_time
4	0.3104379923537287	0.011816649794991895	2.3164006227858867	387.07535070639017	-0.0002080599910299735	4.553794860839844e-05
2	0.3273621964302812	0.011302970747538369	2.1832658000702003	1895.8621903385497	-0.0002080607984720609	4.601478576660156e-05
0	0.23722194570255487	0.013076045240781275	2.821086815919831	1192.797120126478	-0.00021194128695453101	7.104873657226562e-05
1	0.24525333198160304	0.01386286261577503	2.3140160512847885	1036.2120044746034	-0.00021240158348237418	6.556510925292969e-05
3	0.15002087194161381	0.01879499874259145	1.1834498739242265	975.4346263964956	-0.000250802370537974	4.7206878662109375e-05
