	num_particles	process_std	measurement_std	Q	R	std_a	mean_test_score	mean_score_time
2	1000	0.012658252372874384	0.0306755466345525	1.2727485331008974	0.038281380760865256	0.23582289150102964	-0.00023782315048760284	1.2549033164978027
0	1000	0.007346246318439003	0.026740127090698847	0.5485785082121821	0.04486257972406979	0.3643170295981777	-0.00024453022058640365	1.4299445152282715
4	600	0.004490839956601489	0.039857679926150066	1.2590359696297257	0.09965968930235924	0.14419966291689323	-0.0002519795999965677	0.8538098335266113
1	600	0.016404469319146853	0.0311115773766842	1.342237014870056	0.08332253644853588	0.6512687090185404	-0.0003565749099803781	1.0509991645812988
3	2500	0.02184624717362841	0.021792968680834378	0.8246897673788802	0.08977663593079871	0.6456287817317917	-0.00038846549217524663	2.4405221939086914
