	num_particles	process_std	measurement_std	Q	R	std_a	mean_test_score	mean_score_time
94	3000	0.02550864908145963	0.016214196464560394	1.3527887981647002	0.08769345854402051	0.37086216282958895	-0.00039349828980891443	1.6437718868255615
96	4000	0.02488056355799885	0.017033368481995905	0.10218660715463937	0.07393728465202458	0.37161475547387773	-0.0003938078494570606	2.1110236644744873
66	3000	0.02437020873099353	0.020768917304118624	0.059058680695390886	0.07973518669132133	0.3505963624911624	-0.0003939805898342381	1.6318604946136475
140	800	0.023506604073726116	0.016325825295999293	0.3403511119924466	0.2667703003970762	0.3299310231840909	-0.0003939868581054118	0.7686207294464111
183	800	0.01710973291750935	0.016170215761767737	0.5760416875128934	0.09370754270515479	0.13015495713712946	-0.0003939911348109162	0.7093303203582764
194	2500	0.025124922169740722	0.016111630186659356	0.8821006086427892	0.23987975755746166	0.09306020518161295	-0.0003940322699769541	1.4091906547546387
103	4000	0.027256362359070894	0.016494405822673152	0.6221628467571436	0.1404270054817378	0.28272437937228023	-0.0003940413246376669	1.9885163307189941
113	3000	0.02483153977349982	0.016390328502782266	0.6100376735559607	0.14589471605956417	0.16608117539553435	-0.00039404764844307334	1.6164579391479492
8	4000	0.0239155971033595	0.016943977832869352	0.8058190513282728	0.14056453672951136	0.24298845700764393	-0.00039404796504123796	2.0716583728790283
114	3000	0.02121797075821769	0.017085728767916086	0.12860196445534341	0.058577040945572825	0.09451779004707989	-0.0003940647738440314	1.613842248916626
122	4000	0.026150045720860517	0.01964114403345392	0.7008309661200225	0.09235204526557496	0.13413641777777796	-0.0003940862059816981	1.9891347885131836
105	3000	0.020933289865095107	0.020779218211794348	0.9154799843275789	0.055714581269806066	0.28001775965115255	-0.0003941077002050176	1.6039822101593018
21	12000	0.02686193970836987	0.017212392242294823	1.0522655032951511	0.05225961720605769	0.26607520480339736	-0.00039415746204362863	5.286111116409302
22	600	0.02725956419500033	0.018890020343804298	0.6558575587264216	0.10274869181342015	0.18898128522118834	-0.00039417862476685627	0.6212186813354492
62	12000	0.02663441038562397	0.022481600003272054	0.05435734389183519	0.06485749047822738	0.27368431330104787	-0.0003943193030262394	5.283723831176758
130	12000	0.01976601221576748	0.016855337380803127	0.7942851144743093	0.05513167546240262	0.08723138375883868	-0.00039436078593612045	5.323535680770874
82	4000	0.021758074940595167	0.021641167029135547	0.3132856833324682	0.05299460914695488	0.38433484936712253	-0.00039438234451318017	1.995255470275879
36	3000	0.023503302233057563	0.016002798246978034	0.2132790160769662	0.06560321739184942	0.2368070874537903	-0.00039438628705984864	1.6656241416931152
95	4000	0.02696647417973308	0.019322999477560755	0.13811305362996992	0.08977711539470017	0.287446324454813	-0.0003943956326646504	2.061785936355591
154	4000	0.02677102709343273	0.018964998164667332	0.8658177756657626	0.10305387643462575	0.1309370267290703	-0.0003944369559692339	2.085108995437622
108	2500	0.022706756450934767	0.019567568333324292	1.422812813873534	0.1321536309373056	0.3478914455205085	-0.0003944455258128638	1.3996608257293701
71	3000	0.020480104224548212	0.016121905397144976	1.1015826299865867	0.1277502786297392	0.3861054912807641	-0.0003945044684577345	1.5913798809051514
121	12000	0.018477727275892974	0.016397381555444176	0.3576837358307998	0.09610212727723182	0.13715270365687926	-0.00039452189860980977	5.271333694458008
137	4000	0.019862366087796644	0.01689232890728059	0.5190628018720757	0.2251271528024213	0.31939624347090156	-0.0003945297130991707	2.0610170364379883
24	4000	0.026178262129946603	0.018514767696477558	0.8660387402406985	0.24736216906282454	0.15709392264669564	-0.00039453082146199866	1.993964672088623
151	12000	0.02639085807752179	0.017194885411920973	1.1372042172475054	0.1738050768686772	0.278034443975681	-0.0003945476678480192	5.3347883224487305
127	12000	0.02194590917660052	0.02092787736158421	0.6126007702675728	0.09754984460118292	0.34295266728735513	-0.00039456232231917503	5.321277856826782
117	600	0.02735444982195613	0.01734771361557155	1.4128508188861701	0.27495305389054353	0.17260059539101166	-0.00039458089250692194	0.6221506595611572
153	3000	0.02119049417462191	0.016119404130015124	0.4655767728851088	0.1154531560298742	0.2554663001773225	-0.00039459355906469856	1.6080877780914307
171	2500	0.020725461815758742	0.017567548756735486	0.9540353449745858	0.10807928503945692	0.3716581686184639	-0.0003946153307518617	1.432042121887207
112	2500	0.020931934149087138	0.016838414877980337	0.34427211909726313	0.07546800509301253	0.06580975272435936	-0.0003946167982849043	1.3875348567962646
158	4000	0.02610654667090775	0.02322854929646356	0.3649855000978021	0.17197008963834698	0.26124402252010853	-0.0003946333541105979	2.1113169193267822
39	2500	0.024929393288200846	0.01904306649619469	1.107919601752123	0.13398314551471158	0.35362474140289324	-0.0003946429999217436	1.3955214023590088
180	3000	0.023908925885908053	0.01704566034882975	1.2972400404892557	0.19002368612810616	0.13663884156392303	-0.0003946560902045395	1.6526079177856445
91	12000	0.024219087534152965	0.020941069667036342	0.9171699294352531	0.08291347370710157	0.13175216820334626	-0.00039468696176927966	5.4261133670806885
129	800	0.02716889966450333	0.02079713900333033	0.7823817019920144	0.057296997105927075	0.33204473112636596	-0.00039471190683008526	0.7066693305969238
79	12000	0.023420251970345727	0.022021528716536357	0.2614722391208163	0.06480759257877129	0.10758189888934724	-0.00039474251344140664	5.465757369995117
193	3000	0.026648742459245617	0.02118393467624858	0.5504390435887718	0.19693766152160042	0.21239491950476042	-0.0003947667851306155	1.6259608268737793
16	12000	0.026481179822440526	0.02212875521193772	1.2632898691713381	0.1815610095015429	0.3566334407783217	-0.00039477223059857826	5.341590166091919
196	12000	0.022104985859428872	0.018287594764487082	0.23762875864016314	0.195121469802372	0.21568303256691712	-0.00039477391615402245	5.358113050460815
73	3000	0.01859206874768303	0.017077176096279973	0.7082316465924136	0.19895850505188123	0.29174796869852154	-0.00039477880116833126	1.6369147300720215
74	12000	0.02132052312513519	0.016078022051586444	0.8875824090312868	0.18483784285160837	0.0913481661698459	-0.0003947890749933856	5.382582664489746
12	3000	0.015680157937057963	0.02204058000620355	1.4325593645522845	0.050793721706510794	0.27356833621247745	-0.0003948169315006078	1.3433442115783691
52	2500	0.024482736679719834	0.01643495273358149	0.24677386619987868	0.14409249892465487	0.17393045200035906	-0.0003948271088256095	1.3955626487731934
2	2500	0.02066950794306384	0.016633101293612125	1.169372933722296	0.27289028043143926	0.0995448199427078	-0.00039485751827964466	1.399963140487671
