	num_particles	process_std	measurement_std	g	h	rotflip_const	mean_test_score	mean_fit_time
2	1000	0.3725985167435162	0.27420232578153664	0.8140878850101178	0.9396835478631482	0.1	-0.0025243967162127652	5.3882598876953125e-05
1	1500	0.560996334960848	0.2682272730765224	0.866502644054738	0.16038766665594362	0.1	-0.0029077505975980966	5.650520324707031e-05
3	1000	0.3211909630636285	0.19194278444308294	0.5427011077202073	0.38285488440490556	0.1	-0.003178960806608699	5.412101745605469e-05
0	1500	0.598077714790282	0.22603949357716224	0.8053838989421127	0.3206416273259972	0.1	-0.00336796594003434	4.982948303222656e-05
4	600	0.5208010726686683	0.17407602650177856	0.854107678441536	0.09434943943340102	0.1	-0.004257105850778636	4.57763671875e-05
