	num_particles	process_std	vel_std	measurement_std	res_g	mean_test_score	mean_fit_time
1	1000	0.427443377107786	0.0404235116430709	0.07044920476644284	0.4469912941253107	-0.00019719942697158112	5.221366882324219e-05
2	1500	0.20921513469826145	0.09363967416998846	0.10554406194185217	0.13501565915468272	-0.00021157009767014875	4.76837158203125e-05
0	2500	0.12758174170786474	0.08814341133050417	0.16006324049639836	0.9600133308232601	-0.00026184335787358834	5.030632019042969e-05
3	1500	0.10005301604073352	0.15814425765818263	0.11753904914002739	0.005644166563210429	-0.0020984857008711014	4.649162292480469e-05
4	600	0.25831838816085817	0.16139103563508622	0.022750177848771966	0.806404891598842		4.553794860839844e-05
