	num_particles	process_std	measurement_std	g	h	mean_test_score	mean_score_time
0	600	0.01	0.05	0.2	0.25	-0.0006171965823594051	1.0362048149108887
1	600	0.01	0.05	0.2	0.5	-0.0007299944831761588	1.0223445892333984
