	num_particles	process_std	measurement_std	Q	R	std_a	rotflip_const	mean_test_score	mean_fit_time
4	1000	0.2457789368072109	0.485324923049265	0.5518846217731408	1.087157971430173	2.0438106114139005	0.1	-0.002827253397961449	6.008148193359375e-05
2	1000	0.2577732515541633	0.2969135877281534	1.5261113853604618	2.6351457347956266	1.487751370993688	0.1	-0.003294539848554564	6.103515625e-05
3	2500	0.3182065270416664	0.3606319887953341	0.34697125030523607	0.2951590429402591	2.1504283507418602	0.1	-0.0033899059730179634	6.413459777832031e-05
0	600	0.31349317622382383	0.4314540010385891	1.027754817258341	1.2422278321825986	2.0576226076188115	0.1	-0.0037558353939122534	5.221366882324219e-05
1	1500	0.35901296115840864	0.29145546892901253	2.5904997119017947	0.6379372597546741	1.9527605574965712	0.1	-0.012523807752824506	5.459785461425781e-05
