	Q	R	eps_max	Q_scale_factor	rotflip_const	mean_test_score	mean_score_time
86	0.05	0.02	0.12	1000	0.1		0.00032138824462890625
87	0.05	0.02	0.18	1000	0.05		0.0003509521484375
88	0.05	0.02	0.18	1000	0.075		0.0003361701965332031
89	0.05	0.02	0.18	1000	0.1		0.00033855438232421875
90	0.05	0.02	0.25	1000	0.05		0.0003561973571777344
91	0.05	0.02	0.25	1000	0.075		0.00035572052001953125
92	0.05	0.02	0.25	1000	0.1		0.0005006790161132812
93	0.05	0.02	0.4	1000	0.05		0.000484466552734375
94	0.05	0.02	0.4	1000	0.075		0.0004146099090576172
95	0.05	0.02	0.4	1000	0.1		0.0004899501800537109
96	0.05	0.025	0.12	1000	0.05		0.00033211708068847656
97	0.05	0.025	0.12	1000	0.075		0.0003180503845214844
98	0.05	0.025	0.12	1000	0.1		0.00031495094299316406
99	0.05	0.025	0.18	1000	0.05		0.0003209114074707031
100	0.05	0.025	0.18	1000	0.075		0.00031280517578125
101	0.05	0.025	0.18	1000	0.1		0.00032830238342285156
102	0.05	0.025	0.25	1000	0.05		0.0003218650817871094
103	0.05	0.025	0.25	1000	0.075		0.00031638145446777344
104	0.05	0.025	0.25	1000	0.1		0.00032401084899902344
105	0.05	0.025	0.4	1000	0.05		0.00032591819763183594
106	0.05	0.025	0.4	1000	0.075		0.0003178119659423828
107	0.05	0.025	0.4	1000	0.1		0.0003323554992675781
108	0.05	0.015	0.12	1200	0.05		0.0003135204315185547
109	0.05	0.015	0.12	1200	0.075		0.0003216266632080078
110	0.05	0.015	0.12	1200	0.1		0.0003170967102050781
111	0.05	0.015	0.18	1200	0.05		0.00031256675720214844
112	0.05	0.015	0.18	1200	0.075		0.0003383159637451172
113	0.05	0.015	0.18	1200	0.1		0.0003304481506347656
114	0.05	0.015	0.25	1200	0.05		0.0003135204315185547
115	0.05	0.015	0.25	1200	0.075		0.0003113746643066406
116	0.05	0.015	0.25	1200	0.1		0.0003230571746826172
117	0.05	0.015	0.4	1200	0.05		0.00031566619873046875
118	0.05	0.015	0.4	1200	0.075		0.0003142356872558594
119	0.05	0.015	0.4	1200	0.1		0.0003261566162109375
120	0.05	0.02	0.12	1200	0.05		0.00031447410583496094
121	0.05	0.02	0.12	1200	0.075		0.0003209114074707031
122	0.05	0.02	0.12	1200	0.1		0.00032210350036621094
123	0.05	0.02	0.18	1200	0.05		0.00032591819763183594
124	0.05	0.02	0.18	1200	0.075		0.00032210350036621094
125	0.05	0.02	0.18	1200	0.1		0.0003261566162109375
126	0.05	0.02	0.25	1200	0.05		0.0003185272216796875
127	0.05	0.02	0.25	1200	0.075		0.0003237724304199219
128	0.05	0.02	0.25	1200	0.1		0.0003216266632080078
129	0.05	0.02	0.4	1200	0.05		0.0003325939178466797
130	0.05	0.02	0.4	1200	0.075		0.00032401084899902344
131	0.05	0.02	0.4	1200	0.1		0.0003249645233154297
132	0.05	0.025	0.12	1200	0.05		0.0003204345703125
133	0.05	0.025	0.12	1200	0.075		0.0003139972686767578
134	0.05	0.025	0.12	1200	0.1		0.00031304359436035156
135	0.05	0.025	0.18	1200	0.05		0.00031185150146484375
136	0.05	0.025	0.18	1200	0.075		0.0003249645233154297
137	0.05	0.025	0.18	1200	0.1		0.0003495216369628906
138	0.05	0.025	0.25	1200	0.05		0.0003421306610107422
139	0.05	0.025	0.25	1200	0.075		0.00032210350036621094
140	0.05	0.025	0.25	1200	0.1		0.00032067298889160156
141	0.05	0.025	0.4	1200	0.05		0.00034046173095703125
142	0.05	0.025	0.4	1200	0.075		0.00037169456481933594
143	0.05	0.025	0.4	1200	0.1		0.0003914833068847656
144	0.08	0.015	0.12	200	0.05		0.000492095947265625
145	0.08	0.015	0.12	200	0.075		0.0005815029144287109
146	0.08	0.015	0.12	200	0.1		0.0005106925964355469
147	0.08	0.015	0.18	200	0.05		0.0003218650817871094
148	0.08	0.015	0.18	200	0.075		0.0003190040588378906
149	0.08	0.015	0.18	200	0.1		0.00031638145446777344
150	0.08	0.015	0.25	200	0.05		0.00031447410583496094
151	0.08	0.015	0.25	200	0.075		0.0003120899200439453
152	0.08	0.015	0.25	200	0.1		0.0003204345703125
153	0.08	0.015	0.4	200	0.05		0.0003247261047363281
154	0.08	0.015	0.4	200	0.075		0.00033164024353027344
155	0.08	0.015	0.4	200	0.1		0.0003147125244140625
156	0.08	0.02	0.12	200	0.05		0.0003113746643066406
157	0.08	0.02	0.12	200	0.075		0.0003159046173095703
158	0.08	0.02	0.12	200	0.1		0.000324249267578125
159	0.08	0.02	0.18	200	0.05		0.0003292560577392578
160	0.08	0.02	0.18	200	0.075		0.0003268718719482422
161	0.08	0.02	0.18	200	0.1		0.0003173351287841797
162	0.08	0.02	0.25	200	0.05		0.00031566619873046875
163	0.08	0.02	0.25	200	0.075		0.0003159046173095703
164	0.08	0.02	0.25	200	0.1		0.00031495094299316406
165	0.08	0.02	0.4	200	0.05		0.00031375885009765625
166	0.08	0.02	0.4	200	0.075		0.00031876564025878906
167	0.08	0.02	0.4	200	0.1		0.000316619873046875
168	0.08	0.025	0.12	200	0.05		0.00032067298889160156
169	0.08	0.025	0.12	200	0.075		0.0003104209899902344
170	0.08	0.025	0.12	200	0.1		0.0003192424774169922
171	0.08	0.025	0.18	200	0.05		0.00032901763916015625
172	0.08	0.025	0.18	200	0.075		0.0003142356872558594
173	0.08	0.025	0.18	200	0.1		0.00031757354736328125
174	0.08	0.025	0.25	200	0.05		0.0003161430358886719
175	0.08	0.025	0.25	200	0.075		0.00030922889709472656
176	0.08	0.025	0.25	200	0.1		0.00032067298889160156
177	0.08	0.025	0.4	200	0.05		0.00031375885009765625
178	0.08	0.025	0.4	200	0.075		0.00031375885009765625
179	0.08	0.025	0.4	200	0.1		0.000339508056640625
180	0.08	0.015	0.12	500	0.05		0.00031447410583496094
181	0.08	0.015	0.12	500	0.075		0.00032401084899902344
182	0.08	0.015	0.12	500	0.1		0.00031685829162597656
183	0.08	0.015	0.18	500	0.05		0.0003123283386230469
184	0.08	0.015	0.18	500	0.075		0.00032210350036621094
185	0.08	0.015	0.18	500	0.1		0.00032806396484375
186	0.08	0.015	0.25	500	0.05		0.0003173351287841797
187	0.08	0.015	0.25	500	0.075		0.0003209114074707031
188	0.08	0.015	0.25	500	0.1		0.00034165382385253906
189	0.08	0.015	0.4	500	0.05		0.00032591819763183594
190	0.08	0.015	0.4	500	0.075		0.00033211708068847656
191	0.08	0.015	0.4	500	0.1		0.0003447532653808594
192	0.08	0.02	0.12	500	0.05		0.0003814697265625
193	0.08	0.02	0.12	500	0.075		0.0005080699920654297
194	0.08	0.02	0.12	500	0.1		0.000537872314453125
195	0.08	0.02	0.18	500	0.05		0.001096487045288086
196	0.08	0.02	0.18	500	0.075		0.00036525726318359375
197	0.08	0.02	0.18	500	0.1		0.0003185272216796875
198	0.08	0.02	0.25	500	0.05		0.00031447410583496094
199	0.08	0.02	0.25	500	0.075		0.0003120899200439453
200	0.08	0.02	0.25	500	0.1		0.0003132820129394531
201	0.08	0.02	0.4	500	0.05		0.0003237724304199219
202	0.08	0.02	0.4	500	0.075		0.00034117698669433594
203	0.08	0.02	0.4	500	0.1		0.0003173351287841797
204	0.08	0.025	0.12	500	0.05		0.0003139972686767578
205	0.08	0.025	0.12	500	0.075		0.000324249267578125
206	0.08	0.025	0.12	500	0.1		0.0003161430358886719
207	0.08	0.025	0.18	500	0.05		0.0003190040588378906
208	0.08	0.025	0.18	500	0.075		0.0003101825714111328
209	0.08	0.025	0.18	500	0.1		0.00032806396484375
210	0.08	0.025	0.25	500	0.05		0.00032019615173339844
211	0.08	0.025	0.25	500	0.075		0.0003199577331542969
212	0.08	0.025	0.25	500	0.1		0.0003142356872558594
213	0.08	0.025	0.4	500	0.05		0.0003292560577392578
214	0.08	0.025	0.4	500	0.075		0.0003254413604736328
215	0.08	0.025	0.4	500	0.1		0.00031638145446777344
216	0.08	0.015	0.12	1000	0.05		0.0003185272216796875
217	0.08	0.015	0.12	1000	0.075		0.00031304359436035156
218	0.08	0.015	0.12	1000	0.1		0.0003132820129394531
219	0.08	0.015	0.18	1000	0.05		0.0003304481506347656
220	0.08	0.015	0.18	1000	0.075		0.0003132820129394531
221	0.08	0.015	0.18	1000	0.1		0.0003116130828857422
222	0.08	0.015	0.25	1000	0.05		0.00031828880310058594
223	0.08	0.015	0.25	1000	0.075		0.0003135204315185547
224	0.08	0.015	0.25	1000	0.1		0.00031757354736328125
225	0.08	0.015	0.4	1000	0.05		0.00031447410583496094
226	0.08	0.015	0.4	1000	0.075		0.00031685829162597656
227	0.08	0.015	0.4	1000	0.1		0.0003218650817871094
228	0.08	0.02	0.12	1000	0.05		0.00032067298889160156
229	0.08	0.02	0.12	1000	0.075		0.00031375885009765625
230	0.08	0.02	0.12	1000	0.1		0.00031304359436035156
231	0.08	0.02	0.18	1000	0.05		0.0003190040588378906
232	0.08	0.02	0.18	1000	0.075		0.0003178119659423828
233	0.08	0.02	0.18	1000	0.1		0.00031256675720214844
234	0.08	0.02	0.25	1000	0.05		0.0003185272216796875
235	0.08	0.02	0.25	1000	0.075		0.0003123283386230469
236	0.08	0.02	0.25	1000	0.1		0.0003230571746826172
237	0.08	0.02	0.4	1000	0.05		0.0003521442413330078
238	0.08	0.02	0.4	1000	0.075		0.000347137451171875
239	0.08	0.02	0.4	1000	0.1		0.00032782554626464844
240	0.08	0.025	0.12	1000	0.05		0.0003228187561035156
241	0.08	0.025	0.12	1000	0.075		0.0003590583801269531
242	0.08	0.025	0.12	1000	0.1		0.0005252361297607422
243	0.08	0.025	0.18	1000	0.05		0.0004742145538330078
244	0.08	0.025	0.18	1000	0.075		0.0004658699035644531
245	0.08	0.025	0.18	1000	0.1		0.0005261898040771484
246	0.08	0.025	0.25	1000	0.05		0.0003218650817871094
247	0.08	0.025	0.25	1000	0.075		0.0003256797790527344
248	0.08	0.025	0.25	1000	0.1		0.0003228187561035156
249	0.08	0.025	0.4	1000	0.05		0.00031685829162597656
250	0.08	0.025	0.4	1000	0.075		0.0003139972686767578
251	0.08	0.025	0.4	1000	0.1		0.000324249267578125
252	0.08	0.015	0.12	1200	0.05		0.00032639503479003906
253	0.08	0.015	0.12	1200	0.075		0.00032067298889160156
254	0.08	0.015	0.12	1200	0.1		0.0003311634063720703
255	0.08	0.015	0.18	1200	0.05		0.0003192424774169922
256	0.08	0.015	0.18	1200	0.075		0.00031566619873046875
257	0.08	0.015	0.18	1200	0.1		0.0003154277801513672
258	0.08	0.015	0.25	1200	0.05		0.00031375885009765625
259	0.08	0.015	0.25	1200	0.075		0.0003216266632080078
260	0.08	0.015	0.25	1200	0.1		0.00033664703369140625
261	0.08	0.015	0.4	1200	0.05		0.0003197193145751953
262	0.08	0.015	0.4	1200	0.075		0.0003197193145751953
263	0.08	0.015	0.4	1200	0.1		0.0003159046173095703
264	0.08	0.02	0.12	1200	0.05		0.0003104209899902344
265	0.08	0.02	0.12	1200	0.075		0.00031304359436035156
266	0.08	0.02	0.12	1200	0.1		0.00033855438232421875
267	0.08	0.02	0.18	1200	0.05		0.0003139972686767578
268	0.08	0.02	0.18	1200	0.075		0.0003120899200439453
269	0.08	0.02	0.18	1200	0.1		0.00031375885009765625
270	0.08	0.02	0.25	1200	0.05		0.00031280517578125
271	0.08	0.02	0.25	1200	0.075		0.00031304359436035156
272	0.08	0.02	0.25	1200	0.1		0.00036454200744628906
273	0.08	0.02	0.4	1200	0.05		0.00038313865661621094
274	0.08	0.02	0.4	1200	0.075		0.0004284381866455078
275	0.08	0.02	0.4	1200	0.1		0.0004229545593261719
276	0.08	0.025	0.12	1200	0.05		0.0004191398620605469
277	0.08	0.025	0.12	1200	0.075		0.0004298686981201172
278	0.08	0.025	0.12	1200	0.1		0.0004506111145019531
279	0.08	0.025	0.18	1200	0.05		0.0004162788391113281
280	0.08	0.025	0.18	1200	0.075		0.0004096031188964844
281	0.08	0.025	0.18	1200	0.1		0.0004248619079589844
282	0.08	0.025	0.25	1200	0.05		0.0003256797790527344
283	0.08	0.025	0.25	1200	0.075		0.0003376007080078125
284	0.08	0.025	0.25	1200	0.1		0.0003371238708496094
285	0.08	0.025	0.4	1200	0.05		0.0003325939178466797
286	0.08	0.025	0.4	1200	0.075		0.00032210350036621094
287	0.08	0.025	0.4	1200	0.1		0.0003387928009033203
288	0.12	0.015	0.12	200	0.05		0.00047087669372558594
289	0.12	0.015	0.12	200	0.075		0.0004756450653076172
290	0.12	0.015	0.12	200	0.1		0.0003552436828613281
291	0.12	0.015	0.18	200	0.05		0.00032210350036621094
292	0.12	0.015	0.18	200	0.075		0.00031447410583496094
293	0.12	0.015	0.18	200	0.1		0.00031495094299316406
294	0.12	0.015	0.25	200	0.05		0.0003223419189453125
295	0.12	0.015	0.25	200	0.075		0.0003261566162109375
296	0.12	0.015	0.25	200	0.1		0.0003540515899658203
297	0.12	0.015	0.4	200	0.05		0.00033664703369140625
298	0.12	0.015	0.4	200	0.075		0.0005474090576171875
299	0.12	0.015	0.4	200	0.1		0.00046443939208984375
300	0.12	0.02	0.12	200	0.05		0.00031876564025878906
301	0.12	0.02	0.12	200	0.075		0.0003173351287841797
302	0.12	0.02	0.12	200	0.1		0.0003197193145751953
303	0.12	0.02	0.18	200	0.05		0.0003075599670410156
304	0.12	0.02	0.18	200	0.075		0.0003142356872558594
305	0.12	0.02	0.18	200	0.1		0.00035500526428222656
306	0.12	0.02	0.25	200	0.05		0.0004622936248779297
307	0.12	0.02	0.25	200	0.075		0.00038051605224609375
308	0.12	0.02	0.25	200	0.1		0.0003218650817871094
309	0.12	0.02	0.4	200	0.05		0.000347137451171875
310	0.12	0.02	0.4	200	0.075		0.00033545494079589844
311	0.12	0.02	0.4	200	0.1		0.0003154277801513672
312	0.12	0.025	0.12	200	0.05		0.0003154277801513672
313	0.12	0.025	0.12	200	0.075		0.0003209114074707031
314	0.12	0.025	0.12	200	0.1		0.0003147125244140625
315	0.12	0.025	0.18	200	0.05		0.0003376007080078125
316	0.12	0.025	0.18	200	0.075		0.0003211498260498047
317	0.12	0.025	0.18	200	0.1		0.0003139972686767578
318	0.12	0.025	0.25	200	0.05		0.0003132820129394531
319	0.12	0.025	0.25	200	0.075		0.0003132820129394531
320	0.12	0.025	0.25	200	0.1		0.00031256675720214844
321	0.12	0.025	0.4	200	0.05		0.0003345012664794922
322	0.12	0.025	0.4	200	0.075		0.0003159046173095703
323	0.12	0.025	0.4	200	0.1		0.0003209114074707031
324	0.12	0.015	0.12	500	0.05		0.0003154277801513672
325	0.12	0.015	0.12	500	0.075		0.0003116130828857422
326	0.12	0.015	0.12	500	0.1		0.0003123283386230469
327	0.12	0.015	0.18	500	0.05		0.00032901763916015625
328	0.12	0.015	0.18	500	0.075		0.0003235340118408203
329	0.12	0.015	0.18	500	0.1		0.0004627704620361328
330	0.12	0.015	0.25	500	0.05		0.00031757354736328125
331	0.12	0.015	0.25	500	0.075		0.00045943260192871094
332	0.12	0.015	0.25	500	0.1		0.0004582405090332031
333	0.12	0.015	0.4	500	0.05		0.0004696846008300781
334	0.12	0.015	0.4	500	0.075		0.00045228004455566406
335	0.12	0.015	0.4	500	0.1		0.00044536590576171875
336	0.12	0.02	0.12	500	0.05		0.0004584789276123047
337	0.12	0.02	0.12	500	0.075		0.00048160552978515625
338	0.12	0.02	0.12	500	0.1		0.0005259513854980469
339	0.12	0.02	0.18	500	0.05		0.0003600120544433594
340	0.12	0.02	0.18	500	0.075		0.00036406517028808594
341	0.12	0.02	0.18	500	0.1		0.0003452301025390625
342	0.12	0.02	0.25	500	0.05		0.0003330707550048828
343	0.12	0.02	0.25	500	0.075		0.0003204345703125
344	0.12	0.02	0.25	500	0.1		0.00031185150146484375
345	0.12	0.02	0.4	500	0.05		0.0003211498260498047
346	0.12	0.02	0.4	500	0.075		0.00031113624572753906
347	0.12	0.02	0.4	500	0.1		0.0003178119659423828
348	0.12	0.025	0.12	500	0.05		0.00031685829162597656
349	0.12	0.025	0.12	500	0.075		0.0003161430358886719
350	0.12	0.025	0.12	500	0.1		0.0003104209899902344
351	0.12	0.025	0.18	500	0.05		0.00033283233642578125
352	0.12	0.025	0.18	500	0.075		0.00047659873962402344
353	0.12	0.025	0.18	500	0.1		0.0003800392150878906
354	0.12	0.025	0.25	500	0.05		0.000324249267578125
355	0.12	0.025	0.25	500	0.075		0.0003211498260498047
356	0.12	0.025	0.25	500	0.1		0.0003223419189453125
357	0.12	0.025	0.4	500	0.05		0.0003333091735839844
358	0.12	0.025	0.4	500	0.075		0.0003199577331542969
359	0.12	0.025	0.4	500	0.1		0.0003693103790283203
360	0.12	0.015	0.12	1000	0.05		0.0003294944763183594
361	0.12	0.015	0.12	1000	0.075		0.0003437995910644531
362	0.12	0.015	0.12	1000	0.1		0.00031685829162597656
363	0.12	0.015	0.18	1000	0.05		0.0003120899200439453
364	0.12	0.015	0.18	1000	0.075		0.00031256675720214844
365	0.12	0.015	0.18	1000	0.1		0.0003306865692138672
366	0.12	0.015	0.25	1000	0.05		0.0003216266632080078
367	0.12	0.015	0.25	1000	0.075		0.0003211498260498047
368	0.12	0.015	0.25	1000	0.1		0.0003204345703125
369	0.12	0.015	0.4	1000	0.05		0.0003151893615722656
370	0.12	0.015	0.4	1000	0.075		0.00031304359436035156
371	0.12	0.015	0.4	1000	0.1		0.00032830238342285156
372	0.12	0.02	0.12	1000	0.05		0.0003192424774169922
373	0.12	0.02	0.12	1000	0.075		0.0003235340118408203
374	0.12	0.02	0.12	1000	0.1		0.00032711029052734375
375	0.12	0.02	0.18	1000	0.05		0.0003261566162109375
376	0.12	0.02	0.18	1000	0.075		0.00031948089599609375
377	0.12	0.02	0.18	1000	0.1		0.0003364086151123047
378	0.12	0.02	0.25	1000	0.05		0.0003235340118408203
379	0.12	0.02	0.25	1000	0.075		0.00031685829162597656
380	0.12	0.02	0.25	1000	0.1		0.0003142356872558594
381	0.12	0.02	0.4	1000	0.05		0.00032210350036621094
382	0.12	0.02	0.4	1000	0.075		0.00045228004455566406
383	0.12	0.02	0.4	1000	0.1		0.00044918060302734375
384	0.12	0.025	0.12	1000	0.05		0.0004429817199707031
385	0.12	0.025	0.12	1000	0.075		0.0004620552062988281
386	0.12	0.025	0.12	1000	0.1		0.0004451274871826172
387	0.12	0.025	0.18	1000	0.05		0.0004520416259765625
388	0.12	0.025	0.18	1000	0.075		0.0004909038543701172
389	0.12	0.025	0.18	1000	0.1		0.0005190372467041016
390	0.12	0.025	0.25	1000	0.05		0.0003476142883300781
391	0.12	0.025	0.25	1000	0.075		0.000362396240234375
392	0.12	0.025	0.25	1000	0.1		0.00034046173095703125
393	0.12	0.025	0.4	1000	0.05		0.00032067298889160156
394	0.12	0.025	0.4	1000	0.075		0.0003142356872558594
395	0.12	0.025	0.4	1000	0.1		0.0003256797790527344
396	0.12	0.015	0.12	1200	0.05		0.0003178119659423828
397	0.12	0.015	0.12	1200	0.075		0.0004868507385253906
398	0.12	0.015	0.12	1200	0.1		0.0005643367767333984
399	0.12	0.015	0.18	1200	0.05		0.0003421306610107422
400	0.12	0.015	0.18	1200	0.075		0.00031828880310058594
401	0.12	0.015	0.18	1200	0.1		0.00031566619873046875
402	0.12	0.015	0.25	1200	0.05		0.0003235340118408203
403	0.12	0.015	0.25	1200	0.075		0.0003612041473388672
404	0.12	0.015	0.25	1200	0.1		0.0003180503845214844
405	0.12	0.015	0.4	1200	0.05		0.00031566619873046875
406	0.12	0.015	0.4	1200	0.075		0.0003142356872558594
407	0.12	0.015	0.4	1200	0.1		0.00031495094299316406
408	0.12	0.02	0.12	1200	0.05		0.0003154277801513672
409	0.12	0.02	0.12	1200	0.075		0.0003349781036376953
410	0.12	0.02	0.12	1200	0.1		0.0003266334533691406
411	0.12	0.02	0.18	1200	0.05		0.0003211498260498047
412	0.12	0.02	0.18	1200	0.075		0.0003170967102050781
413	0.12	0.02	0.18	1200	0.1		0.0003249645233154297
414	0.12	0.02	0.25	1200	0.05		0.0003204345703125
415	0.12	0.02	0.25	1200	0.075		0.0003268718719482422
416	0.12	0.02	0.25	1200	0.1		0.0003147125244140625
417	0.12	0.02	0.4	1200	0.05		0.00031375885009765625
418	0.12	0.02	0.4	1200	0.075		0.0003113746643066406
419	0.12	0.02	0.4	1200	0.1		0.00031685829162597656
420	0.12	0.025	0.12	1200	0.05		0.00031280517578125
421	0.12	0.025	0.12	1200	0.075		0.00033020973205566406
422	0.12	0.025	0.12	1200	0.1		0.0003185272216796875
423	0.12	0.025	0.18	1200	0.05		0.0003228187561035156
424	0.12	0.025	0.18	1200	0.075		0.00031638145446777344
425	0.12	0.025	0.18	1200	0.1		0.00031304359436035156
426	0.12	0.025	0.25	1200	0.05		0.0003142356872558594
427	0.12	0.025	0.25	1200	0.075		0.0003311634063720703
428	0.12	0.025	0.25	1200	0.1		0.00031876564025878906
429	0.12	0.025	0.4	1200	0.05		0.00031304359436035156
430	0.12	0.025	0.4	1200	0.075		0.0003197193145751953
431	0.12	0.025	0.4	1200	0.1		0.00031375885009765625
