	num_particles	process_std	measurement_std	Q	R	std_a	rotflip_const	mean_test_score	mean_score_time
1380	3000	0.22254117573430043	0.07844288874504449	1.77059047537981	0.28908324126374896	0.26649978638235144	0.1	-0.0034528023107994197	1.6612820625305176
138	3000	0.14646306237381768	0.06161318068729433	1.871032903843096	0.25498304515039427	0.21629368757049527	0.1	-0.0034529828118714952	1.706291913986206
1023	3000	0.13976723906233857	0.0534012889361073	1.0498404109462187	0.14584958992557184	0.23770110171349607	0.1	-0.0034533428768404005	1.6720738410949707
200	800	0.11847998483956707	0.05223639325028264	2.2162080995468765	0.17676145373955532	0.2244896143358373	0.1	-0.0034547883246118776	0.7464892864227295
1473	3000	0.10294888487703246	0.06958294342217662	0.6771850252068587	0.3101701722937283	0.06408182441930392	0.1	-0.0034562608681342573	1.6748955249786377
1523	2500	0.16235304874173276	0.06403137882825066	1.4652095268543555	0.2423460160854437	0.07880239859567222	0.1	-0.0034589065116782396	1.4487791061401367
579	3000	0.10653922577729391	0.07239688713749905	1.5597053093466102	0.33653662052385475	0.10894083795488209	0.1	-0.0034591111918172777	1.672121524810791
1703	2500	0.14516937525143847	0.060148562945161035	2.3565149406656642	0.26896113397333327	0.15819794355709005	0.1	-0.0034591594155767656	1.446314811706543
1721	2500	0.15298894342924496	0.06581248940748223	0.7228119869732759	0.27685519153860266	0.08702209985790425	0.1	-0.0034591895089678237	1.448765754699707
2305	2500	0.11112588326713213	0.07265109307839683	1.6279570545364284	0.3086292359434028	0.23892163685948747	0.1	-0.003459365790179778	1.4642362594604492
254	800	0.11172549827512737	0.07496854018321691	0.6936368728678957	0.08561858479467294	0.1793934092391795	0.1	-0.0034595104086351186	0.7425057888031006
157	2500	0.1077292279952449	0.06394239864565182	1.529792499998366	0.16392373744866254	0.20686570565948736	0.1	-0.0034601618561538065	1.465705156326294
1853	3000	0.10201810671967362	0.04902659082116155	0.700878331521257	0.12754028507068782	0.19070039791451704	0.1	-0.0034601692051342945	1.6812200546264648
2448	2500	0.125095736208372	0.06678524972165523	1.5003175414374417	0.32896738388839003	0.16503893889247928	0.1	-0.0034603355936898535	1.4649219512939453
2288	3000	0.16078261227995974	0.04892013638289808	0.7561697448677234	0.1676925581791482	0.2985139889233846	0.1	-0.0034611970310880107	1.6604740619659424
816	3000	0.11864462719601179	0.023285319295614504	0.7533356733559196	0.237582203734716	0.14403323000147367	0.1	-0.003461248318726441	1.6522269248962402
1379	3000	0.11155090444531074	0.041597571031664775	1.7974776220111879	0.2616260790776332	0.1973542060963835	0.1	-0.0034613162360116762	1.6602623462677002
918	2500	0.10036135801527599	0.07599773409249481	2.4043919790260455	0.31039944906775113	0.2997424861600461	0.1	-0.0034614505080369476	1.46986985206604
1103	2500	0.12596483117928184	0.06105030096029527	1.4247683291812974	0.34892193036900593	0.29504408466617177	0.1	-0.003461795430578553	1.5344672203063965
2439	3000	0.14433039001419357	0.06093895426608888	2.067602889661641	0.33387640732378066	0.17348755586855452	0.1	-0.0034619837552843135	1.6703464984893799
935	2500	0.11962870341396664	0.043874736203335735	1.9005284701098957	0.3030547016883399	0.26261918146360685	0.1	-0.0034621659262150774	1.4521405696868896
926	3000	0.19771727214429946	0.06856603381554023	2.281062299128554	0.10309768151017401	0.2672858823252701	0.1	-0.003462243889602758	1.6748957633972168
20	3000	0.10692604214483534	0.05286537236157118	1.632483680373636	0.13431230227048657	0.1512988553793566	0.1	-0.0034623560382732194	1.7599997520446777
1635	3000	0.10449394190893041	0.06130494298168077	2.091540233953459	0.3395543005304469	0.06858806853709272	0.1	-0.0034623701792378713	1.711428165435791
788	3000	0.12248328128453195	0.07993913183236616	2.1944451885367675	0.157130544445428	0.13805958807631824	0.1	-0.003462381196488928	1.6614673137664795
121	2500	0.12193683302545213	0.07002477300011524	1.5263688166000187	0.20792992097500457	0.06186615420696347	0.1	-0.0034623827623283527	1.5096046924591064
977	3000	0.1050991633255921	0.026024226688348882	2.2667390771669633	0.1565446911524162	0.22639346300226565	0.1	-0.0034625762125977265	1.6710259914398193
2367	3000	0.11374027787791355	0.043143549554521425	1.373434591598155	0.2658293267371392	0.21350592349149272	0.1	-0.003462641818623393	1.6997857093811035
747	3000	0.10136006025407349	0.033174234160809515	1.0824372141271454	0.17194291894797148	0.09882961919491882	0.1	-0.0034627209368424798	1.6514692306518555
1726	3000	0.12333784977607984	0.07567642123386167	0.5295222497097851	0.19193170327279938	0.21036412769901547	0.1	-0.0034631890862880654	1.66102933883667
541	3000	0.13359357977129394	0.05787705424738739	1.9019475198586562	0.3085764932301462	0.12203010949882552	0.1	-0.0034632814196895317	1.6836740970611572
391	3000	0.10581487818504207	0.05015414976365473	1.1437375674351407	0.22993454427518456	0.16397736216070746	0.1	-0.0034632823988113466	1.6717140674591064
66	3000	0.13390435110917956	0.03282589803554809	1.0637736755072222	0.19709237510303076	0.16899313165836877	0.1	-0.0034632920844777453	1.67356276512146
547	3000	0.15461160566181859	0.06762710569218547	0.9520270090393739	0.31548779202230487	0.1345473154617532	0.1	-0.0034634334760471892	1.6767241954803467
932	2500	0.10385765002498426	0.0680853598186471	0.5002764143144065	0.2561657657626708	0.2463498550250146	0.1	-0.0034638263721139175	1.4603078365325928
2374	3000	0.1037248687508498	0.0552633100696054	1.9903139496421642	0.22207770499086177	0.18001989664975993	0.1	-0.00346393789301948	1.6997082233428955
1365	3000	0.11949686498741963	0.07681300193267397	2.17755927162057	0.08266896195991041	0.19476708698006362	0.1	-0.003464062336253062	1.6777877807617188
1456	3000	0.1818552858204287	0.06808543370745308	1.978983290212299	0.13075793333200944	0.07984970938526807	0.1	-0.003464241595833317	1.6682243347167969
2494	2500	0.142840629102206	0.060586320180954036	1.8279348314526664	0.3163565474104745	0.23867371672412002	0.1	-0.0034644257259338167	1.464904546737671
2332	2500	0.11026873926741104	0.07194506888387649	2.0792770199574653	0.232144095211143	0.24726285858944191	0.1	-0.0034645057018169827	1.4628400802612305
2128	3000	0.13095853391037068	0.0728439239208071	1.9468566465791772	0.34745364946192675	0.1476409844908435	0.1	-0.003464552764856385	1.6830694675445557
