	num_particles	process_std	measurement_std	g	h	mean_test_score	mean_fit_time
1	2500	0.015478694735158569	0.028702444718409874	0.8256827102196802	0.25117925698172705	-0.00020301232955918035	5.14984130859375e-05
4	1000	0.02517839586304589	0.03537158452126915	0.5483312306943854	0.09555234724339101	-0.0002673262549999374	5.0067901611328125e-05
3	1000	0.013368248860149572	0.015360810941889843	0.3556684035134673	0.9215342181141791	-0.00038410459035502975	5.316734313964844e-05
0	2500	0.034337027017108925	0.015455306765936802	0.948600236123019	0.9804725065216684	-0.0003878456228993119	5.054473876953125e-05
2	1500	0.02671071114957512	0.012876689796070862	0.6227543334109447	0.9971371291804532	-0.0004114983982959016	7.390975952148438e-05
