	num_particles	process_std	measurement_std	Q	R	std_a	rotflip_const	mean_test_score	mean_score_time
1133	1500	0.1789990170875774	0.4019824927755763	0.28305575700212326	2.925516240201389	2.24679244644473	0.1	-0.001938875142433117	1.3981730937957764
944	1500	0.1688783541445531	0.3974406550848112	0.9079393421665408	2.603612817337828	1.9002302134059925	0.1	-0.001957337921290143	1.403778076171875
2506	2500	0.13117820015832038	0.4528629230007406	1.1035805849461706	0.8992806154322303	2.0563768460764136	0.1	-0.001968543968833443	1.784005880355835
1041	1000	0.12114521497696581	0.3548366433596259	0.3673333365286453	0.8910816006160857	1.7369854954644348	0.1	-0.001983128181327379	1.0881433486938477
1019	2500	0.1740355551193556	0.4574132474494451	1.5406773230053294	2.2062879172806245	2.188765803542479	0.1	-0.001992796540398457	1.8452792167663574
1028	2500	0.18293113251445947	0.3650418544663032	0.8341853174332652	0.4689606448063215	0.8331912109674331	0.1	-0.002016838141542394	1.905630350112915
487	2500	0.17925939517318124	0.3518175456041914	0.2609234807726085	2.086176440683171	1.2752394789574413	0.1	-0.0020593840877431236	1.8903112411499023
2186	1500	0.1235048022452512	0.39510502633815503	0.9470268722807821	0.8716370945937539	2.061630182391637	0.1	-0.0020638994845513193	1.3516457080841064
2337	2500	0.17606093794441008	0.4572215223594002	0.4464894666174364	0.88555039883327	0.910703033534206	0.1	-0.0020672979452372306	1.718843936920166
339	2500	0.21856312566517644	0.4763502458284695	1.8080147545001988	1.420273546407061	2.072395394205926	0.1	-0.0020864978976243087	1.905651330947876
177	1000	0.1435988266693677	0.40717718732659736	0.6701272492315158	1.6519180016296062	1.1753103395410085	0.1	-0.002135475257857126	1.0779869556427002
1557	2500	0.10278676031652761	0.30581932088481745	1.4613858144045813	2.8758351201639707	2.3197398963984677	0.1	-0.0021493450822977966	1.877094030380249
611	2500	0.2449369979652612	0.47463879454091196	2.930576058223962	0.6521848930625755	1.0078451935877504	0.1	-0.0021544176237653194	1.9068281650543213
2087	1500	0.2055908486028462	0.37486175255906484	0.25138759167779956	0.6344011587668092	1.0789734950761372	0.1	-0.002154720260718648	1.4063489437103271
495	2500	0.15390484266187068	0.34857478937535863	2.6481932637374292	2.282706431892758	1.4122633387452814	0.1	-0.002158150214309629	1.9153289794921875
1792	2500	0.17412236015538024	0.3217813911442606	0.6734324302840581	1.4777844819551833	1.5227224174356158	0.1	-0.002166594679773455	1.9297523498535156
2785	2500	0.11795338867505376	0.26313372254648654	0.7686660630784322	2.195327858647709	1.4615067157317365	0.1	-0.0021687926977624786	1.9189400672912598
967	2500	0.2229054017426926	0.45318285241364575	1.5220091084903358	2.981785663187721	1.6674376298080846	0.1	-0.002179487023821686	1.916344404220581
692	2500	0.11365214274875982	0.35587672954627636	1.582123090343941	2.64593948435256	2.2956575242061508	0.1	-0.002180923772072362	1.8264715671539307
462	1500	0.2088374662556681	0.3579978012928076	2.1628381479844037	1.5362910697818493	1.2563103698985243	0.1	-0.002181855239017284	1.4193363189697266
2801	2500	0.19592288357552423	0.45254300986137175	1.1087702465584313	1.5318871982565303	1.4516206543697288	0.1	-0.0021840828930219437	1.9110829830169678
3	1000	0.24568387344902712	0.4467173298051907	1.2160659307677588	1.5719726794571713	0.9377809022610144	0.1	-0.002187863199031065	1.1439616680145264
2424	2500	0.1277771574175687	0.34288892002361887	0.7349901981152471	2.46830760720929	2.096861782906937	0.1	-0.002197944379721843	1.818922758102417
537	2500	0.1439583789993899	0.4201165154622093	0.34368191348361943	2.755940181016773	1.2501006559412016	0.1	-0.0021994495392864744	1.7087523937225342
25	2500	0.15580286945634553	0.39261515614992354	0.5085345509454351	1.487376621430006	1.997031067740283	0.1	-0.002201277086271938	1.8605740070343018
1723	1000	0.20332976906576058	0.44450976071527015	0.3588340515640951	0.3510159843703091	1.1975136883077009	0.1	-0.0022026661334936743	1.15138840675354
331	2500	0.16867001877465376	0.4413823063474009	2.8440655663780667	2.939678155236173	1.7628039529992316	0.1	-0.002202801513142945	1.8343710899353027
688	2500	0.1337394949930967	0.38051581562683495	0.744092415893626	1.3817887343049056	1.7833860526433358	0.1	-0.002202988460579901	1.7912538051605225
244	1000	0.14855346064164102	0.43987715833957186	0.5775787720024869	2.693162476363769	2.001747038216089	0.1	-0.0022036294405634	1.077564001083374
1791	1500	0.11571568595593758	0.47799827975685805	1.0960323386147792	2.8198123573085963	2.0073109482316704	0.1	-0.0022037746741655584	1.2569139003753662
2690	2500	0.14685952814504952	0.3604439820774862	2.1087965576840304	1.9237903673106034	1.1926675846581487	0.1	-0.002204840504401986	1.8899767398834229
