	num_particles	process_std	measurement_std	Q	R	std_a	mean_test_score	mean_score_time
772	1000	0.010550467039926965	0.023588068093355077	0.0661006943519162	0.07961659529438819	0.17636077828398128	-0.0002072661764709648	0.8406784534454346
2258	1000	0.011013488867963057	0.03821981829972629	0.770030887988302	0.08045079488113538	0.24000239234584828	-0.00020735989872562536	0.7781112194061279
1098	1000	0.011677040693046363	0.025102764163123188	0.3716672975114118	0.09686621191505024	0.10901275972270408	-0.00020740440143162132	0.8209233283996582
1370	2500	0.004868982069747917	0.02983017172579116	0.4206343315987709	0.02578613011919906	0.2152071039457519	-0.0002075367856223493	1.3679909706115723
2783	1000	0.01041081061813879	0.020788231820627303	0.09249927910653746	0.09795553879158961	0.1017902860571068	-0.00020755028409827098	0.8470897674560547
35	600	0.007576554416694812	0.02545503642244623	0.6259268442635714	0.06636254540436073	0.09987537904885904	-0.00020766688959528468	0.6513655185699463
2537	1500	0.010604397586876799	0.026825987917034992	0.9861516353324944	0.07217084933482959	0.11124127290269836	-0.0002077298175800343	0.9878883361816406
2698	2500	0.02021044829326766	0.03545453314930505	0.16760306457357962	0.04296020994968877	0.24471265652884372	-0.00020775360849999123	1.385324478149414
916	2500	0.012370164295460543	0.029890853463030727	1.2171045784398433	0.08093271318166403	0.14875018104004342	-0.00020777737710790995	1.3649110794067383
709	2500	0.013087203395083557	0.038422529403437156	0.07019305839847934	0.0497094521443434	0.48430909026816277	-0.0002077832422184179	1.366218090057373
2238	1500	0.01073471650677702	0.033363935487321104	1.0743289256259037	0.09954926313259815	0.1386960359809606	-0.00020779856712382114	0.9305543899536133
1266	1500	0.010304598115310523	0.038986104198303895	0.692809617230838	0.034475133614019604	0.20886230892951463	-0.00020790581834611828	0.9445278644561768
2542	2500	0.0134325831322142	0.03470749172687905	1.3591714098998997	0.0899571258676552	0.19508014466763846	-0.00020794166408757	1.3369317054748535
1926	1500	0.0107963791122067	0.038097749563081026	0.7432638511421186	0.07025793377474521	0.21285669348094788	-0.00020801499777263032	0.9275989532470703
2655	1500	0.016190194298313525	0.039821198825849495	0.7053629274092057	0.08213879772794141	0.1353722584691889	-0.00020802037706691407	0.9240520000457764
388	2500	0.016524538710975582	0.03700310548644906	1.1865631361924904	0.07744835451081095	0.15657850970686865	-0.00020804200027258485	1.307220220565796
192	600	0.010356375243458149	0.03235700668495211	0.8905569716377354	0.08767232896998897	0.2024403086676745	-0.00020804486624038718	0.6543056964874268
104	600	0.019251718120158627	0.038295728869246995	0.5398149698131732	0.05858441502716543	0.17355289796471676	-0.0002080907439544632	0.6960422992706299
615	600	0.015925653738091704	0.030101633599101674	0.0979340844544191	0.06360232257333234	0.30091838254817843	-0.0002081250881339137	0.6778922080993652
2521	1000	0.005828443767420135	0.037856462677982046	0.6821540139155571	0.0592912391203176	0.2902030426807106	-0.00020819253770218093	0.7826273441314697
2064	1000	0.008383384893310912	0.03636018275522014	0.8502220620479003	0.07284947513632434	0.28644790187796765	-0.00020821132612341544	0.8000349998474121
1271	2500	0.01780911660757899	0.02699996022367459	0.22455063270665745	0.08402372186612403	0.15353403574849836	-0.00020823718035368685	1.4698288440704346
1910	2500	0.02310596243567259	0.0349246139933365	0.36483112270893875	0.08261858673465833	0.04107910508705174	-0.00020825019734399877	1.3339028358459473
579	1500	0.013685196115574625	0.028968400745706543	0.9279744360886724	0.08064438246973041	0.15636584612319931	-0.0002083735593940285	1.0133330821990967
2447	600	0.01566927749233782	0.039268522199604014	0.18820112686187246	0.06203421186450368	0.19031006169831813	-0.0002084077931513005	0.6346216201782227
961	600	0.0077554552007686895	0.03311615879350516	0.2330196824019824	0.06283254276231728	0.3644261624963957	-0.00020842357225929963	0.6657240390777588
1890	1500	0.006350950040552221	0.03681454403687645	0.15937811595431706	0.030792558486284587	0.3825616424593343	-0.00020842985616012543	0.9814703464508057
2055	600	0.004183898523498452	0.0263581976377276	0.1251696326571288	0.03400363052317408	0.265172774660862	-0.00020851826883382056	0.667919397354126
2734	2500	0.0220643205352506	0.03755391383144899	0.9696220090339075	0.0962759899519558	0.1438253048376018	-0.00020854216453565814	1.3276786804199219
1996	1000	0.009082965865115328	0.029769443872112326	0.05676135645750173	0.09178563850620444	0.4344367518610437	-0.00020859514534834851	0.8314883708953857
2474	1000	0.00839786480888847	0.034165818634535466	0.4783631420832103	0.05301152200812431	0.21566705679490264	-0.0002086013495431724	0.7792916297912598
1164	2500	0.022150528812216144	0.03619768898461398	0.15044458383857137	0.07187296161225135	0.2703261406911745	-0.00020865240845289977	1.387725830078125
133	1000	0.01316897063396175	0.02564359368260717	0.5802752073483537	0.05084922012492775	0.10167547839531323	-0.0002087207832822297	0.8243820667266846
1007	2500	0.014559356792836925	0.035364178662748866	0.10847318417689322	0.04122255581389148	0.07934323644375428	-0.00020872417721299566	1.2351622581481934
337	600	0.0050832037037870535	0.025491105764667385	0.3808644278871978	0.031385059496572436	0.19140048680002375	-0.00020874716292723213	0.6747410297393799
1127	1500	0.0046890714342241	0.03755183814970847	0.22491587841756858	0.0742397896505915	0.4311620019392297	-0.00020877220434555523	0.9724655151367188
2358	2500	0.014668016816404991	0.03072293632528554	0.39703153657562706	0.03303746076972545	0.12507096422012026	-0.00020878088549882432	1.3489646911621094
1446	1500	0.017330454217891856	0.029141186644915388	0.5273109839958802	0.09540975980063743	0.16245286039275217	-0.0002088018721272723	1.0324621200561523
2240	1500	0.017033873596101555	0.03355266064208048	1.159441183795575	0.09868794501715092	0.15040816797825465	-0.00020892112174199264	0.9834344387054443
422	600	0.02453715591148629	0.03752083407211933	0.11109601146896367	0.08681283591097716	0.05847477319003212	-0.00020892815478011696	0.6476845741271973
471	2500	0.00837555848058421	0.03844920985310682	0.7073422726246066	0.07331129261006913	0.24276048512000936	-0.00020894225830014984	1.246328592300415
397	1000	0.01772798713125146	0.03343915688419648	0.37776837429588966	0.07671046885317848	0.24892489992168398	-0.0002089658059636816	0.8262810707092285
991	1500	0.005050031667769493	0.039199339364908006	0.8961764895324261	0.07282845188602394	0.31623029236970224	-0.0002091267843891928	0.9644718170166016
861	600	0.017307824270592673	0.03974988604036733	0.15995859397421747	0.09360236777188166	0.43387250809175903	-0.00020921193408485726	0.6617326736450195
1020	1500	0.011837271002149702	0.02718254867503933	0.30310943173261296	0.025700513497521976	0.15379346627077442	-0.00020922525311965656	1.0328450202941895
2570	1000	0.0068245297546795265	0.029348948606790777	0.1827619962236544	0.06605787367342036	0.21587192129075428	-0.00020929507530719504	0.7811141014099121
79	600	0.014003626863144788	0.02820567297062883	0.02470288460630795	0.07608933039126754	0.31885551543581064	-0.000209307299043351	0.6816730499267578
727	1500	0.011179653113723383	0.027414263405060924	0.17200348750501895	0.029128019364870285	0.06541400442247217	-0.00020934135617841084	0.9680349826812744
2071	2500	0.024675806604367478	0.03921460577972555	0.0667849064834244	0.038576395944061107	0.2987359179835723	-0.00020942960922444448	1.3693435192108154
1560	1500	0.016162363661070153	0.03721438486172479	0.2716036337319456	0.06974721229497785	0.35654550504841515	-0.00020951781397658423	1.0005998611450195
1680	600	0.00812147428006948	0.03393699911616398	0.28450440069886873	0.06962087897769938	0.3601846089808611	-0.00020960175267727263	0.663665771484375
1789	1000	0.009316134435434258	0.02655391472006272	0.9845609065343605	0.06132500584333665	0.13414187617875145	-0.0002096390674169615	0.8207099437713623
472	600	0.008613247104848402	0.024590351774019376	0.44491159252701806	0.049180939415050126	0.19268006744134708	-0.0002096611355724831	0.6742279529571533
2036	600	0.01730567640781792	0.03514104897245271	0.8400442682010212	0.07077057807789375	0.15096546693005955	-0.00020970463521471764	0.6539785861968994
600	1500	0.014168930293122136	0.035153966656320014	1.2613087420150053	0.0837348288590937	0.17348235684883034	-0.0002097131828590187	0.9716975688934326
2806	600	0.006827059025222083	0.027486848633867897	0.41600666165761757	0.08409938867226671	0.1595571801207877	-0.00020978322148581643	0.6488516330718994
1135	1500	0.006069608819117661	0.03339777941257051	1.1644437484198173	0.09522691256380225	0.24592488756934622	-0.00020980057351295425	0.9690592288970947
2005	1000	0.008911338301692218	0.03322432135700026	0.16986523490609523	0.09150080075709327	0.45359294455191657	-0.00020980393317832104	0.8243217468261719
463	1500	0.006630269748158352	0.026628836170077674	1.014260133009875	0.08025615906547157	0.2009969621819585	-0.0002099083204837475	1.01894211769104
594	2500	0.01633798428473924	0.03998183159932482	0.2899282839507028	0.02753080130695969	0.1733667168246252	-0.0002099634091970005	1.2743310928344727
937	1000	0.018857904171959906	0.037015239604021866	0.9736858743008796	0.08355286058400327	0.13124317212743808	-0.00020996971448636713	0.7871794700622559
806	1500	0.007912281580512092	0.03846387648325454	0.10561512291480689	0.03436852408639814	0.4891312473300051	-0.00020999469882510813	0.9948503971099854
2514	2500	0.0059308048665833845	0.02784623678372785	0.535163562692511	0.09051961617812776	0.2994823254379661	-0.00020999542372553254	1.456512212753296
756	1500	0.020513103324684933	0.033570160117819214	0.5480644024530367	0.06627386727582418	0.14997950937447782	-0.00021002504766969216	1.0041899681091309
2457	1000	0.005925357058475104	0.03797161183883398	0.19146911804936234	0.044840881851451075	0.41486524444289147	-0.0002100423898241268	0.7936820983886719
785	1000	0.008903946803356827	0.0333628723071578	0.1499422547239145	0.05922780271344808	0.4359117887587358	-0.00021008196923808916	0.8243904113769531
1452	2500	0.020084844076082766	0.03862432331756897	0.8058792035886425	0.07748436146884392	0.096173281665695	-0.000210245351312593	1.2764201164245605
545	600	0.023339673807753338	0.036896502713527124	0.310118213531107	0.07975420369693771	0.19604999566380263	-0.00021025940446254784	0.664461612701416
1697	1000	0.015905478926117933	0.02721882559674356	0.7109088780145582	0.07914903756993456	0.1356349148596524	-0.00021026189489260327	0.8399245738983154
173	2500	0.019948490739943682	0.039007814497285805	0.030385799917602173	0.07310038390974719	0.3727545773222987	-0.00021026902562143695	1.338409423828125
1445	1000	0.015725291189473068	0.030238394879597594	0.6255830299419959	0.07929978469087573	0.19382492283900485	-0.00021028453045001118	0.8343930244445801
1364	600	0.014895597796144232	0.03350491038197918	0.9607557909253467	0.057536631186749045	0.1303445796644756	-0.0002103104251924447	0.6525864601135254
1	1500	0.01829145968946537	0.03748214631274309	0.14024777775658134	0.03981696271822266	0.34828477666075425	-0.00021041386518044335	1.016284465789795
2459	1000	0.011282178170098429	0.024445828461153923	0.3856735852225222	0.06742250016080265	0.184710747822217	-0.00021041563111126433	0.8400881290435791
2436	1500	0.014396358889466061	0.032628488957677865	1.2662056814353668	0.094091720679643	0.07531645432267381	-0.00021043118176006343	0.9544236660003662
1678	600	0.01170396053768577	0.031711117036171035	0.6590754095852929	0.06540846486149232	0.1454522290152059	-0.00021044937445480414	0.651123046875
1001	1500	0.021868970364851883	0.03834934084771502	0.7854801465922195	0.0844818265628989	0.10323984480913526	-0.00021053735531169912	0.954700231552124
1474	1500	0.008961756069265555	0.027098920829301883	1.1553201419079104	0.08879334276332657	0.19936583341620293	-0.0002105625981461608	1.0393726825714111
2569	1500	0.004294331597818859	0.02871492790791734	0.2578929300615318	0.06100209281678601	0.3359992417678935	-0.00021058410640361965	1.0173299312591553
757	1500	0.010628191338847653	0.02235715524143672	0.24055903594620884	0.04609587409840362	0.07339634161987672	-0.00021066728232337314	1.0324490070343018
2547	2500	0.007647350018824571	0.030856886596969918	0.8635656715291211	0.044380810320241784	0.20821862350379877	-0.00021077354745492843	1.3887856006622314
900	2500	0.01669334145285227	0.027143234977977895	0.5362356357259856	0.060298851742508236	0.14319411307668675	-0.0002107855640627052	1.4658234119415283
1416	2500	0.016518575556378114	0.036297701876420466	1.0937784399327768	0.06393311996795414	0.13978216976238717	-0.00021083557097601575	1.3044264316558838
1550	1000	0.005813022040720267	0.03580628622628422	1.3654080903699368	0.0700751891643216	0.21811869352459476	-0.00021090912212844054	0.7740166187286377
54	2500	0.008395188834779528	0.03362200939798675	1.019071758933437	0.07544529386090026	0.15518693395415814	-0.00021091125683186715	1.2598206996917725
578	1000	0.008502642022233244	0.032371732001169884	0.8080986424083938	0.08398308173977581	0.18938075170823532	-0.00021093650441059817	0.780949592590332
2067	2500	0.01684633613992486	0.036657541074199176	0.9720928049110977	0.08567627261539959	0.2384170092317526	-0.0002109456916740848	1.364955186843872
808	2500	0.014109497635537144	0.033032784352136906	1.073487737137095	0.06143494223208546	0.1777294982677506	-0.00021096876446605466	1.3610813617706299
1286	1000	0.0106937162467435	0.03749324341358225	0.7545703917493235	0.08279359772709484	0.32354659077596676	-0.00021100542510046308	0.8091146945953369
704	2500	0.008750050988917409	0.03777590219781578	1.2055465335376148	0.06496373911224472	0.2718615830578854	-0.00021104682929047364	1.3544201850891113
1927	1000	0.012234560939705832	0.03031359613357889	0.3605824933819148	0.09061033594597026	0.12796311474829097	-0.00021110941528056974	0.7837738990783691
245	600	0.01720059111136238	0.03154363831662897	0.267577582248461	0.04106660375755007	0.1745791367791222	-0.00021114171856965644	0.6684496402740479
810	1000	0.01690643512393493	0.027264096792473033	0.7512019595542084	0.06842940562217689	0.07326599951785989	-0.00021114324888561663	0.8276395797729492
2136	600	0.012950008139635193	0.03868807022271585	0.35431342807619326	0.09881568520084166	0.4240086386783746	-0.0002112956429284944	0.6627814769744873
2764	1500	0.005760419107502593	0.03183749732139045	0.38414487470020364	0.05478191072262954	0.33318102400887345	-0.00021145936297373274	1.0154201984405518
497	600	0.006346681100322238	0.033067035693311576	1.4888727425344237	0.09627424826367265	0.220127545101964	-0.00021156381727468131	0.6444804668426514
2708	2500	0.00703862808235216	0.023440961037568354	0.3864167233390573	0.08096328332691102	0.26525040105264514	-0.00021160859269628166	1.4800593852996826
