	num_particles	process_std	vel_std	measurement_std	res_g	mean_test_score	mean_score_time
924	2500	0.18971641890885296	0.0505118751720618	0.03952597840132941	0.4447222987690773	-0.00019217814892513624	1.7988512516021729
1135	1000	0.12276871152508141	0.11924740137146288	0.07438943907119985	0.3315536830642609	-0.0001922120816871311	1.004560947418213
1848	1500	0.22668983401769796	0.3526113733431132	0.10903379921667075	0.10670743963773932	-0.00019223008095742	1.1754720211029053
2744	2500	0.41748508198734635	0.036469993245074044	0.09219689841533416	0.463758203953479	-0.00019232822740164823	1.617238998413086
1706	2500	0.09170767179082645	0.1478846473006925	0.05449578851386997	0.27484187261929527	-0.00019232868998991781	1.7227497100830078
2638	2500	0.04943310672910722	0.031767241240701044	0.10088735048628861	0.5704377081525752	-0.00019233519892521394	1.513218879699707
382	1500	0.1532997828600221	0.33470731779315666	0.09126670029738002	0.09214092790870865	-0.00019248843371449982	1.197199821472168
1512	1000	0.0796328873265291	0.039836817860364936	0.08057127572217687	0.5044531593945335	-0.00019254045295878945	0.9642536640167236
123	1500	0.43589577121975254	0.04550485970564471	0.055357827999277805	0.21875426701062162	-0.00019274804877525257	1.2431182861328125
731	1000	0.2664031982187002	0.14730425929262805	0.02688194497717596	0.10070712799193116	-0.0001928096464777199	1.1134088039398193
2318	1000	0.01188098329912132	0.041388189506455016	0.0982603477727613	0.6492018090887844	-0.00019303457877605334	0.9737255573272705
1931	1500	0.23612500959602123	0.11885358240441102	0.044916331639005366	0.2445044231129624	-0.000193400471059689	1.2784144878387451
864	2500	0.16602759209204795	0.240528053513722	0.04176805710293048	0.03162194076804703	-0.0001935106125990092	1.675046443939209
1685	1500	0.4975019701380617	0.23245353204207275	0.10073450911514212	0.10830177139387931	-0.000193567108633722	1.1951637268066406
1955	1000	0.3401974883097024	0.10296640956636803	0.08059461409188429	0.2875751223929911	-0.00019360020224273638	0.9929053783416748
64	1000	0.21663645153982466	0.28229484856421844	0.03335450677740859	0.08100907262640178	-0.00019379148036717888	1.0821845531463623
426	1500	0.16307027848184988	0.32241003493679254	0.11559662399100701	0.1302627896188806	-0.00019393526069451058	1.1976673603057861
1958	2500	0.4611360171983455	0.19770051080066395	0.0560780968338606	0.1881177008185343	-0.0001940826671703885	1.7582859992980957
1249	1500	0.3190400306101133	0.24324767253543336	0.09071233214878022	0.20370629041113597	-0.00019409483293989565	1.2220299243927002
1191	1000	0.09863411402066939	0.05247933776014869	0.04741023977380268	0.5343107288289821	-0.00019412645355390765	1.0370817184448242
540	1500	0.14715458146710203	0.08369538441027963	0.10522833278838331	0.27096466584497814	-0.00019415717578634287	1.147939920425415
1516	2500	0.23015860049316933	0.34188814039592963	0.10152023876421148	0.17542221946171577	-0.0001942115337836359	1.655902624130249
2400	1000	0.44404431677581396	0.11414891114409238	0.09031594345855759	0.12627572244560425	-0.0001942426721641133	0.9633603096008301
434	1000	0.22607894026598482	0.07784681660989658	0.09942215267065677	0.32118760697598037	-0.00019436257560772195	0.9701070785522461
1489	2500	0.0389986696092369	0.24831218475509986	0.10177397246759945	0.2505778194883971	-0.0001944613161881262	1.66689133644104
323	1500	0.17606865476912836	0.1998645808772044	0.07149829161625698	0.2451783817641292	-0.0001945327704631546	1.2386267185211182
139	1000	0.42724223070092565	0.10590165305642381	0.07368670738159361	0.13001814766447262	-0.00019466076008942785	0.9874362945556641
695	1500	0.04239450566873355	0.09602068784790677	0.08510061502705887	0.4536616950406972	-0.00019467909793290922	1.2144029140472412
1715	2500	0.3285234230560064	0.20422408371631892	0.15473892077753754	0.22440510433877925	-0.0001947704963073837	1.5711238384246826
2295	2500	0.12220113847249967	0.2144102208275476	0.12410709782011933	0.22790486409445276	-0.00019477264489554307	1.6055471897125244
518	2500	0.06736953928023504	0.3383747445888205	0.12261135825452002	0.08693491687789823	-0.00019479498886869895	1.5804920196533203
391	1000	0.04580008288901392	0.1351312382878267	0.04879477081631442	0.2659326766519362	-0.0001949477840756324	1.0293374061584473
349	2500	0.40892584722904973	0.232502452465543	0.10618320674012147	0.23957449270708775	-0.00019506666804304808	1.6595067977905273
2747	600	0.15148623757809498	0.05274744762904509	0.032563075647727674	0.3768072780867666	-0.00019509991003585037	0.8789768218994141
1888	1000	0.18847185598323993	0.2653719022254943	0.05635346216165156	0.09915291713520169	-0.00019510424831545994	1.0022025108337402
2028	2500	0.26310937325014594	0.28536748492628466	0.118152504015857	0.184761197652758	-0.00019510540485324747	1.6252081394195557
2772	1000	0.20639452341520967	0.2758880708403038	0.04945501021028998	0.10890798177291472	-0.0001951325484720525	1.0336370468139648
2204	2500	0.2604690510750432	0.25682405390686713	0.05139001430195297	0.16266115365828338	-0.00019516684051414958	1.7501287460327148
560	2500	0.42866449148454067	0.20354094614393503	0.06457300333988988	0.1845806657068797	-0.00019521639187859458	1.700901985168457
2696	600	0.350180966513298	0.18967650184539459	0.06182127506734171	0.1027118353576486	-0.00019527466304516885	0.8210976123809814
1574	600	0.3484479177461042	0.20812715947654944	0.061596049761696726	0.10198647124080307	-0.000195291488729022	0.8264956474304199
53	1000	0.14196188970177495	0.27869121830644017	0.04327077584963326	0.10830528624157543	-0.00019538655670938918	1.0422346591949463
2817	1500	0.3499446267472557	0.11883050354333019	0.10246708933757653	0.30444980828984347	-0.00019543587508242033	1.1984825134277344
2179	2500	0.2142728015319507	0.022036011093017352	0.03787579146500836	0.6439892794819112	-0.00019546694396817342	1.8476753234863281
2681	2500	0.3010435511396153	0.1306596131928394	0.10726805204351889	0.12787929849842083	-0.0001955131452056225	1.539621114730835
130	1500	0.2815281513685404	0.16687939607616176	0.10796903467695393	0.2543714600423268	-0.00019553233578263165	1.1920475959777832
2515	1500	0.045654066877697685	0.158906785638813	0.11419815561092092	0.14856527458563795	-0.0001956043673627696	1.15582275390625
1104	1000	0.3486284613027121	0.2943534681587967	0.10132883869588427	0.09888822773069961	-0.00019592121815485645	0.9752068519592285
1771	1500	0.4437633724692063	0.044443229447904194	0.1030704401503412	0.6424937162235542	-0.0001960837082629396	1.2239267826080322
1587	2500	0.22805283978312382	0.03355234949790496	0.16838993338784364	0.8322987209119729	-0.00019608758792172287	1.5258636474609375
44	1000	0.17965937643454805	0.060700794645355674	0.07794184717748093	0.4988690684287742	-0.0001960972810461096	0.9979057312011719
6	2500	0.3617658705616353	0.271663774586657	0.07010669865240543	0.21625582921446573	-0.0001961523782505625	1.7859740257263184
590	1000	0.23891244999088337	0.027149808685072732	0.09389811656879146	0.6428783160783286	-0.00019617139704099608	0.9667942523956299
1141	2500	0.4687285609369911	0.043277149287034515	0.1312906129369982	0.7010439179566528	-0.0001962286672073712	1.6374351978302002
1219	2500	0.24384482906089486	0.2611186741824262	0.13745487776832355	0.1507869959198146	-0.00019633049496608462	1.5843212604522705
2392	1500	0.1626073806880786	0.12834084558967512	0.11676605604394097	0.32081911590034995	-0.00019648578192730742	1.1773006916046143
1155	1500	0.10100195229251577	0.04478396972228756	0.12171797925540273	0.7032157960699115	-0.00019651890340484235	1.1770763397216797
2247	2500	0.2921389591418842	0.07570234441672037	0.13812202819605976	0.5772611811681168	-0.00019654683841196724	1.6111786365509033
1829	1500	0.013109610754162244	0.08145252630878812	0.07825226590235959	0.47664596770190737	-0.00019655330085407673	1.218087911605835
990	2500	0.40606504547534655	0.23092449423663539	0.09176950673995199	0.25685803437265453	-0.00019671928812696278	1.677443265914917
2149	1500	0.4471775065467201	0.043050829134434136	0.09205732580671755	0.3382859990324939	-0.00019673448499808017	1.1808750629425049
1421	1500	0.44734364229538415	0.12476732474173155	0.09407373940223479	0.089517530860456	-0.00019680911792569646	1.1622753143310547
811	1500	0.4079575785661843	0.20642293531570788	0.04045610554338632	0.07756274759157722	-0.00019733871332781516	1.2881276607513428
1285	1500	0.25585479327658095	0.05024350802356625	0.06201378021844137	0.6210043856809085	-0.00019746723669005037	1.2802741527557373
397	1000	0.1725964807748874	0.04149873679271444	0.09704802677830424	0.4768755013862137	-0.0001976256734537658	0.9542372226715088
819	2500	0.07094684231616007	0.11231452634709577	0.16022514927366233	0.4554755190559877	-0.00019766019023128382	1.568079948425293
513	1500	0.3294708270596826	0.11747006827888112	0.030296747330596698	0.16895003898079175	-0.00019781597718944183	1.381920576095581
1490	2500	0.06966817834647744	0.081406832390208	0.10778014941775649	0.17937653724078184	-0.0001978304898633571	1.515683889389038
1916	600	0.3679310815646643	0.040065699744414415	0.05029823673453635	0.2795482751943872	-0.00019788708107450366	0.8400290012359619
1239	2500	0.27452095570690827	0.0941947825815081	0.11758814611844245	0.4978493953375127	-0.0001980010469462835	1.6349143981933594
616	600	0.022674600289130743	0.133188255688411	0.054103854724834755	0.2465774782936465	-0.00019801184270528804	0.8346526622772217
553	2500	0.24985650504723916	0.05357135302184717	0.11353321875853048	0.3441057054144534	-0.00019815014266762383	1.5207884311676025
1607	1000	0.4439221235919041	0.13362300068011995	0.10272932873847535	0.212670919948312	-0.00019816282937397273	0.9756295680999756
1619	1000	0.26574332977126724	0.026514740635804335	0.044702218115798775	0.5737252350811904	-0.0001982098010998437	1.055666446685791
99	1500	0.3461906344346584	0.18017027788073606	0.112557480886847	0.21486874208431828	-0.00019821587692957874	1.1994264125823975
1897	2500	0.4936008020920506	0.23051163429529975	0.06288808232849569	0.19013227809079214	-0.00019824725175586653	1.7213609218597412
2083	1500	0.366877692850608	0.3293482133366352	0.13467184764504722	0.15964411923343536	-0.0001982931611868003	1.1895644664764404
219	2500	0.26446058411651807	0.07412514646049304	0.03511390517215694	0.3310632083396893	-0.0001983125953285323	1.862410306930542
2584	600	0.19597338140877357	0.1234158415358972	0.04083798701417003	0.20650047817116746	-0.0001983198245989142	0.8596639633178711
2856	1000	0.39256040198430847	0.04379731502817296	0.04596174099510375	0.39598238828488563	-0.0001984036100824562	1.071479320526123
1108	600	0.012186201150627607	0.17428916059573085	0.063844131615719	0.19468133950369848	-0.0001984985497734266	0.8209948539733887
246	1500	0.253704402111413	0.1599506622880776	0.06701911304548573	0.28904372855649385	-0.00019865663509422186	1.2474219799041748
1444	1500	0.09343908370013948	0.2369429077175963	0.07172307925307209	0.23875510844408043	-0.00019866803826357201	1.2469689846038818
2757	600	0.3172006713048287	0.04259004936232959	0.05646699845392642	0.4607330081600872	-0.00019868028370162165	0.8419797420501709
480	2500	0.33256829792831843	0.0317676511265234	0.07848437684305537	0.23928152297489658	-0.0001986820197409668	1.5673322677612305
151	2500	0.4222636717004243	0.07653550331381319	0.12383258054891438	0.5926235854026775	-0.00019874055277215974	1.6540439128875732
2613	1000	0.4699830435684675	0.09340621291740481	0.08880777610896434	0.27334701026513486	-0.0001987414768194614	0.9986152648925781
2004	1500	0.22984022096668968	0.0887945737691481	0.09842843505366944	0.13677704455683082	-0.00019894615824077086	1.1478846073150635
2510	1000	0.12193256154603617	0.05531011049463935	0.1043268566200822	0.5904243092649608	-0.00019906535561752705	0.9831979274749756
2048	2500	0.1972983605857508	0.09170722079167191	0.14818509548925618	0.49361610355614294	-0.00019942410406462196	1.572801113128662
926	1500	0.4815938209856779	0.15746629370792514	0.10200637457072576	0.24727342120998674	-0.00019957468093428988	1.2219834327697754
1751	2500	0.3442237286110435	0.02564103129626582	0.12031006355919979	0.6670379545619342	-0.00019984646754051308	1.5530140399932861
1064	1000	0.10087008276826663	0.11325314162135275	0.05398775141747795	0.3608836436749361	-0.00019989820105984404	1.0263700485229492
459	2500	0.22940712231324337	0.08619007749390878	0.18703805047826186	0.534543901014918	-0.00020005562169234892	1.5493090152740479
1627	1000	0.04451674278884529	0.1279970803207841	0.058714916752264354	0.3416684199379212	-0.00020012204703913965	1.026374340057373
248	2500	0.04804999969076352	0.13873443540234062	0.16721483595148406	0.2057226091764397	-0.00020023651424011762	1.505448579788208
154	2500	0.2554865014379183	0.08817464289713839	0.11252881101816595	0.5994926522430949	-0.00020028219177080155	1.6801996231079102
884	2500	0.2829416710558502	0.10580265741054584	0.093182138240826	0.0633635115326241	-0.00020037449354751573	1.525209903717041
1330	2500	0.4171626817830163	0.11922728041044438	0.11544414941034212	0.08748820932008694	-0.00020064811939828094	1.5346546173095703
2632	2500	0.28044380161471416	0.051253973679774856	0.0314975273346625	0.06590259833943601	-0.0002007193681559668	1.8025333881378174
756	600	0.3585567546193765	0.05339295123944757	0.07743474384846932	0.336415587002701	-0.0002007573027681403	0.8176829814910889
487	600	0.2222088275939153	0.06027319644425571	0.042497395773841776	0.07608920946350561	-0.0002009276430733742	0.8211085796356201
1488	1500	0.31321261487208973	0.22803686505312212	0.04293261589077046	0.15323494548583472	-0.00020093039387376223	1.3112411499023438
2654	600	0.3068163350677524	0.14551771430902916	0.07089163117971159	0.18945658901404927	-0.00020101207301944282	0.8145887851715088
410	1000	0.373581948279099	0.36993007010425905	0.06322158653961168	0.07767396417584038	-0.00020106806930990265	1.0177288055419922
254	2500	0.2713660722101861	0.19374053147365622	0.13916175511821383	0.3486550034738459	-0.00020115915987982562	1.6268019676208496
1008	1000	0.1977684952848501	0.07805830811200234	0.09124734179483404	0.3484147786474978	-0.00020118572658301318	0.9827113151550293
270	600	0.277660955788654	0.08403310047517813	0.07048463728308227	0.23847355878358856	-0.00020142070556291474	0.8059806823730469
1053	2500	0.058549081157726446	0.27689623494976584	0.1858628984761623	0.14804734767484085	-0.0002014750291563182	1.5399854183197021
2308	2500	0.04617886141846098	0.21611590699024666	0.07405102115405351	0.30355269170135546	-0.00020149696502458052	1.7411937713623047
1951	2500	0.2847057178853267	0.2506758427105416	0.023904298951945936	0.035375106408317425	-0.0002015185290845979	1.9638617038726807
261	2500	0.3002911126220075	0.09321523224336474	0.11582866181316179	0.6245223445915593	-0.00020193842443536164	1.6639893054962158
2026	2500	0.19110669297571678	0.34174177263960537	0.08873055352243725	0.1842428094041506	-0.000201938452471016	1.6806640625
153	1500	0.07258778470118875	0.09926327735049889	0.15247311882841574	0.3647629766614229	-0.00020198793450623513	1.1556267738342285
182	2500	0.11287432873748562	0.07191228408816487	0.1594306151154407	0.6695347832998714	-0.00020198816840262556	1.5977959632873535
1980	2500	0.09492215809653425	0.15758358360168906	0.1332309183987308	0.35953835937280687	-0.00020202174621354664	1.6137433052062988
1386	2500	0.4371163341941226	0.17084439138094282	0.11348266565117279	0.05610028988029714	-0.00020209124054380246	1.540734052658081
2467	600	0.4908222365263675	0.1043380937442927	0.07273422291712386	0.1571628592101103	-0.00020211022241767385	0.8267920017242432
1988	2500	0.015511485991539044	0.2521914754113991	0.08296266730230356	0.2937178605801012	-0.00020211902516462308	1.7046985626220703
2672	2500	0.334830536098258	0.09294648733457353	0.15135876728636374	0.369156105370949	-0.0002024345659844322	1.5430030822753906
2444	1500	0.29877242258208064	0.035268691431462405	0.11133468526318555	0.43737813363595446	-0.00020259414378103878	1.143308401107788
1112	1500	0.07967184601430949	0.22433824659552243	0.10848173399470024	0.23583487474911713	-0.00020260508384489505	1.2049808502197266
2877	1500	0.05834165646282579	0.14973618849651016	0.11621222617150431	0.21559574685521754	-0.00020272965534524892	1.1652591228485107
512	1000	0.1316317224548193	0.056375174822262994	0.09311669020026819	0.6063333468734913	-0.00020291742314620408	0.9959604740142822
730	600	0.3222237740030416	0.07954571505729675	0.04589080228135056	0.06711285199830974	-0.00020298902550542044	0.8257074356079102
1924	2500	0.08600477914391047	0.03041294546316311	0.09534566592889132	0.40922752746154745	-0.00020309270694997188	1.4976515769958496
2486	1500	0.3656990383937104	0.0893975015128761	0.1088375731315536	0.5047711145312335	-0.00020324737908116496	1.2254319190979004
1049	600	0.3453137646329717	0.27124854400156057	0.03297557150891296	0.05403450639470975	-0.00020327008349469984	0.8768208026885986
1116	2500	0.2735098183623186	0.2764968483094967	0.13910499895687634	0.2515050042174134	-0.00020337660948414955	1.63560152053833
