	num_particles	process_std	measurement_std	g	h	rotflip_const	mean_test_score	mean_score_time
0	600	0.01	0.05	0.2	0.25	0.1		0.0004711151123046875
1	600	0.01	0.02	0.2	0.25	0.1		0.00038552284240722656
