	num_particles	process_std	measurement_std	Q	R	std_a	mean_test_score	mean_score_time
2	1000	0.018859705726968563	0.025214272482235157	0.6657979046709132	0.06984395930510308	0.1049294618651008	-0.00022362675862864077	0.8854551315307617
1	600	0.02359691045229866	0.021807568757358495	0.15213494229236746	0.03292165226625465	0.17670915477528115	-0.0002738325740597665	0.7265787124633789
4	2500	0.024439228542867425	0.01777113237414018	1.0641714399187294	0.075088606468197	0.23095077980242357	-0.00036301887716496116	1.7371013164520264
0	1000	0.018811888649942987	0.028004583678538694	1.357674568371924	0.03190241677361239	0.5046419373917609	-0.0003920120125618558	0.9502243995666504
3	2500	0.01046712054949811	0.02252556573231712	0.4721344582512889	0.06696872583819685	0.8128313249437729	-0.0003927338456554317	1.6820919513702393
