	Q	R	eps_max	Q_scale_factor	mean_test_score	mean_score_time
1	0.16330514070418406	0.011203408181764615	1.8658779850108433	912.8669591138029	-0.00018349707924837652	0.05842781066894531
4	0.3136681852725065	0.01311005817577314	1.8805271306577145	1907.009162877576	-0.00019121546815178397	0.05854058265686035
3	0.3351955727216642	0.0215077281817523	2.5861584679335783	796.6196441679505	-0.00019996538697755815	0.05839180946350098
2	0.11949010263583032	0.023172889252797736	0.7973607743474356	1547.7462161080184	-0.00020288365443277398	0.05840039253234863
0	0.42625030396581465	0.008278227934324674	2.078635116485167	521.8714494013536	-0.00020673961634530251	0.058492183685302734
