	num_particles	process_std	measurement_std	g	h	rotflip_const	mean_test_score	mean_score_time
1114	1000	0.3404911652472837	0.2985130577890839	0.876632097869041	0.8840740166121823	0.1	-0.0030472334202672684	1.096062421798706
2269	2500	0.5063851056583655	0.2781427309682232	0.9403798349173601	0.15102082154564667	0.1	-0.0030486227424373494	1.9149158000946045
1675	2500	0.5084618280707494	0.2818130412948876	0.9457146369363796	0.042150242915388825	0.1	-0.0030506696661522377	1.9264473915100098
161	1500	0.37382996371648947	0.2873303225562261	0.7683595987603344	0.3667617495453326	0.1	-0.0030509481056149876	1.3819046020507812
699	2500	0.28262712271257984	0.24140509494945772	0.8098507173433569	0.5066242064076989	0.1	-0.003052528124329474	1.9349610805511475
313	2500	0.3245690701455516	0.2505899294108897	0.8161517835665674	0.7905184087709569	0.1	-0.0030537957251196212	1.9408392906188965
2046	2500	0.5202593056997928	0.3141554749626887	0.8718554014846394	0.0255757694684845	0.1	-0.0030550863645569023	1.9096333980560303
4	2500	0.5594268713795051	0.31469431460044406	0.9512026465218445	0.9771460817598172	0.1	-0.0030566485526055407	1.8953909873962402
1218	1500	0.4385770847207217	0.3012247031400793	0.9370017163772669	0.6089096586863258	0.1	-0.003056671570381558	1.3815958499908447
921	2500	0.318390342333181	0.3198992355940236	0.7659581431327593	0.9078438300580668	0.1	-0.0030574970491409744	1.933650255203247
1241	2500	0.42074160959162776	0.2570587569787063	0.7115533488184451	0.9261311789168382	0.1	-0.0030576779021470896	1.922403335571289
270	600	0.36733979627363905	0.3004527509428726	0.9224079981467675	0.4915236430442075	0.1	-0.0030577878515224955	0.8660588264465332
582	2500	0.5615688765557045	0.31663207287967865	0.9001405310523029	0.5966345230197606	0.1	-0.0030582929033957295	1.9147813320159912
2004	1000	0.33864327420897344	0.3011088865002569	0.9461474122520688	0.5503106941943648	0.1	-0.003058575602568582	1.1185340881347656
1145	1500	0.30276576280744105	0.30908379187100055	0.9183268404425721	0.8037513084271798	0.1	-0.0030592272527415806	1.3897819519042969
1992	2500	0.5020500724084063	0.29325313184956614	0.7624778377180812	0.6807424387715667	0.1	-0.00306084831536937	1.926304578781128
717	2500	0.43553472896803425	0.3187461531951604	0.6155789478979491	0.6120720794534852	0.1	-0.0030618368262306725	1.9096870422363281
1383	2500	0.43120709198336493	0.2747901674861556	0.8838396210071676	0.8888713712924745	0.1	-0.003062339369244842	1.9163625240325928
1418	2500	0.5902486028897396	0.3113566884632618	0.9765428913232045	0.10798498811030421	0.1	-0.0030640792631950902	1.922640085220337
1995	2500	0.38450039590350094	0.30509620792561254	0.7372318149861828	0.058637530003164295	0.1	-0.0030642951159979394	1.9268791675567627
1826	1000	0.29608083399309165	0.2985570328705437	0.8439834914654261	0.6645840601688353	0.1	-0.003064873482873924	1.0899713039398193
2554	2500	0.5748346912406295	0.3152594876656522	0.872205483896278	0.06418966235486367	0.1	-0.0030662372175888795	1.9043185710906982
2443	2500	0.4893501616846699	0.2881107680412997	0.8608387317754493	0.9112085059592405	0.1	-0.003067038447156065	1.9252490997314453
2622	2500	0.5527170976260731	0.2889857120919197	0.8380017944125966	0.6933831421526875	0.1	-0.0030670771401427616	1.9197237491607666
289	2500	0.4057153844911442	0.29589359240087876	0.46068754912459664	0.9260834591122036	0.1	-0.0030707369723969083	1.9001545906066895
947	1000	0.38410888599811444	0.3105634786043592	0.852769862919062	0.10327767280830091	0.1	-0.0030721591120179007	1.0970754623413086
824	2500	0.5287405934946464	0.290510421451711	0.8931910043683764	0.48408930510673054	0.1	-0.0030745484764584615	1.9109158515930176
2412	2500	0.3355696907795145	0.31024097715936316	0.7340327078930198	0.20910228995463376	0.1	-0.003082803746912329	1.9263010025024414
2297	1500	0.5131467598799289	0.31279021757162434	0.953054576551328	0.4744227848614795	0.1	-0.003084034708892511	1.3782567977905273
2618	1000	0.4670509423176377	0.3091960218568949	0.9950468848516199	0.5742980154806692	0.1	-0.003084148002647137	1.1016435623168945
504	1000	0.4198369263202148	0.29311835463856173	0.9734794164708214	0.6616507287424824	0.1	-0.0030846386707271893	1.098700761795044
1622	1500	0.25859847221645926	0.3038071689467373	0.8935875567447386	0.7677620431008395	0.1	-0.003084728552254429	1.3836450576782227
353	2500	0.5770661767474295	0.31511114846298816	0.8266156401304288	0.8915901057436183	0.1	-0.003085359111073033	1.9074039459228516
628	2500	0.2698508042659885	0.2596828405292213	0.9892817820016342	0.06985524245402486	0.1	-0.0030867583625739364	1.9266202449798584
249	2500	0.47688260730789395	0.2654827419489523	0.725490416915015	0.9143299894977223	0.1	-0.003089316965313738	1.9058594703674316
989	1500	0.32941524901721686	0.32494514853982404	0.8528460165079929	0.3475129176935885	0.1	-0.0030900812684135975	1.387289047241211
204	2500	0.45497836472164327	0.2726613773749023	0.6915945901855463	0.6855261687127787	0.1	-0.003092661167393433	1.906876802444458
2761	1000	0.41099228347701405	0.3208648945065684	0.8383076631216234	0.9740013014396616	0.1	-0.003093337941334819	1.1069362163543701
884	2500	0.49931226323007893	0.27590474519876873	0.9080789588913698	0.553017216934936	0.1	-0.0030940952092254146	1.9128694534301758
2840	2500	0.28775539480778856	0.2497220144186071	0.920492866400607	0.9355470976305187	0.1	-0.0030948051807285215	1.918914556503296
1482	2500	0.24503809019657546	0.2944102572825878	0.8668187893405803	0.26842031819247925	0.1	-0.0030948058213553535	1.9191200733184814
762	2500	0.2989915452617325	0.2661717806278148	0.836142985028064	0.4950894542083545	0.1	-0.0030967991324060357	1.938216209411621
205	2500	0.46377950969732606	0.26848454032208297	0.7943971705926061	0.35449671515503545	0.1	-0.0030970902952418946	1.908456563949585
2655	2500	0.24200872831813808	0.26685977984643505	0.8088496309722522	0.7679124273771721	0.1	-0.00309862477106841	1.9205169677734375
424	1500	0.43788769415774587	0.2980665127665212	0.8240346793099642	0.8969626162261962	0.1	-0.00309974497168486	1.3816776275634766
2107	2500	0.49605727044326214	0.2775587356972825	0.8601824155687455	0.8408425668778545	0.1	-0.003100969979202447	1.9189398288726807
2251	2500	0.23379185120188054	0.3087497112554045	0.9528326080278645	0.5161968498903049	0.1	-0.003101206196910817	1.534315586090088
260	1000	0.41877894046789677	0.26634477195765693	0.908925921665932	0.8367916389834406	0.1	-0.003102012891760815	1.0964689254760742
2478	2500	0.453161700056149	0.278271333009111	0.8554492747785767	0.7671546237347999	0.1	-0.0031026768721775233	1.9048435688018799
2337	1500	0.5494585384256852	0.31891518606018027	0.878595631419286	0.45687316529931055	0.1	-0.003103464518009344	1.3850114345550537
2071	2500	0.312206830717931	0.25063892460076914	0.7873099728808102	0.1722819417958098	0.1	-0.0031036387850396723	1.9255406856536865
994	1500	0.3800176836362755	0.3075600668987314	0.9323451134123626	0.43663276574262033	0.1	-0.003104300941554799	1.3772177696228027
567	2500	0.5933508782342748	0.2995614566632675	0.9611850386935843	0.1515426026312745	0.1	-0.0031067497929084613	1.9502651691436768
1875	2500	0.38564472302495556	0.3057209735278198	0.7859861666319038	0.2087549187613963	0.1	-0.0031068554213246886	1.9299275875091553
286	1500	0.27866296874577545	0.2605468871072634	0.9399895445486977	0.5214249630989352	0.1	-0.0031071083162757854	1.3753976821899414
2082	1500	0.4392015839708018	0.3034168220173826	0.8542266283360852	0.5438205052062899	0.1	-0.003107323391926832	1.3713023662567139
585	2500	0.419609474429798	0.32056660676612037	0.6753777393229073	0.1744774906352915	0.1	-0.0031093161336048732	1.9274046421051025
1096	2500	0.20169771387401997	0.2684359731462054	0.8440041753737784	0.8365521031293035	0.1	-0.0031116347419865823	1.5395100116729736
1540	1500	0.529056172880604	0.3222565432091779	0.9629017103010716	0.26356064364719867	0.1	-0.003112462584976651	1.3611602783203125
1825	1500	0.27302673342493095	0.25156451952204584	0.9472167505948795	0.46963988312645766	0.1	-0.003114145645036403	1.3598294258117676
2226	2500	0.32649691029866534	0.2476091102206583	0.9029523459847383	0.7210619144776588	0.1	-0.0031143600801315082	1.9181115627288818
2348	2500	0.47499977823059025	0.31377291793543804	0.5923838293153212	0.8693371579045601	0.1	-0.0031146126796844868	1.9125988483428955
1137	2500	0.2614299127385239	0.32424200364386535	0.8886729382880455	0.10036487558369678	0.1	-0.003115768870808747	1.8538002967834473
1637	2500	0.5926231527251161	0.29270217170609175	0.8741440854374916	0.936777914719229	0.1	-0.00311698542478893	1.9158754348754883
1559	2500	0.28799455339074376	0.2728411912985743	0.8107191703151779	0.4028262947220006	0.1	-0.0031188417443895086	1.924187183380127
2648	1000	0.3196199126629378	0.24785446388131877	0.9621752809154003	0.19070606872528573	0.1	-0.003119131990577552	1.1036460399627686
819	1500	0.2593404116526662	0.28101677541481385	0.9260236957103568	0.07561873747971026	0.1	-0.0031192944939045855	1.396604061126709
644	2500	0.25362862356508337	0.31423789729247686	0.8998778429756781	0.4555409507280298	0.1	-0.0031193363122212505	1.890019178390503
1020	2500	0.4600297197398383	0.23516785133827012	0.9600258735183848	0.8936426129360822	0.1	-0.003121367254820219	1.913283348083496
1419	1500	0.3413236355131211	0.31813349577711497	0.8851183579745862	0.8999511373527908	0.1	-0.00312286117117311	1.3784093856811523
426	2500	0.30003606305307884	0.27716899227954334	0.7289992490637184	0.5335131200900547	0.1	-0.003127784996574912	1.9313302040100098
77	2500	0.5739465492202455	0.3058512412898725	0.7688932284460241	0.9366588007495256	0.1	-0.0031283508888786237	1.9363436698913574
2543	600	0.3137310059962179	0.30481367951802296	0.9215383492857624	0.8544164765066438	0.1	-0.003128691852037497	0.8786563873291016
1427	1500	0.36533924583145927	0.3051802438245009	0.9512615841298432	0.7847062395791866	0.1	-0.0031296631390709544	1.3809585571289062
309	2500	0.42365602031073396	0.23637940182773504	0.8534028230201782	0.847594195881047	0.1	-0.0031298076439210476	1.9019386768341064
1683	2500	0.5401114000197405	0.2848443676521163	0.9616233412364369	0.25521729543002125	0.1	-0.003130357431622004	1.9050352573394775
122	2500	0.5535632531626151	0.2997829509304131	0.8216746738698326	0.06137097668772118	0.1	-0.003130583655792038	1.9208042621612549
868	1000	0.3887167502223855	0.28466831104332524	0.9427334688661562	0.7164924387652924	0.1	-0.00313179519852033	1.0918264389038086
883	1000	0.38925641311062953	0.27785376981789456	0.7991421340994713	0.5965567228004975	0.1	-0.0031325032839529584	1.0996448993682861
570	1500	0.5508202058134768	0.2970960140493679	0.8989495123301228	0.5015350373115719	0.1	-0.0031325247844425303	1.369051456451416
2645	1500	0.27107889913376293	0.2694763821740321	0.8859873381643157	0.5112487265862917	0.1	-0.003133120441257314	1.3726279735565186
1610	1000	0.33256408170645063	0.25394555536755103	0.9827047389969154	0.49620443868906294	0.1	-0.0031356138245101643	1.0905370712280273
435	1500	0.3357737778935897	0.2544898541057047	0.8496948159834349	0.813265683295726	0.1	-0.0031368150924344987	1.3878092765808105
2185	2500	0.5860722892748023	0.3245957504324142	0.7021903610135484	0.8790006055111256	0.1	-0.0031386071381524694	1.9103188514709473
2749	1000	0.4821786421132757	0.3162469125916037	0.897316419963547	0.9138830387528852	0.1	-0.0031391483750277875	1.0928425788879395
455	1500	0.36725421226498633	0.3003890220040354	0.9174704645630595	0.09396524072378654	0.1	-0.0031406573086390655	1.3787448406219482
1172	2500	0.21727286393308556	0.3156449620085234	0.7936998047930135	0.11887561858888174	0.1	-0.0031414980407917176	1.468834400177002
1480	1500	0.28522468753531016	0.30000152589385776	0.7824092492913328	0.7824179257668229	0.1	-0.00314275576889746	1.3836374282836914
451	1500	0.510399857923574	0.3110593115861717	0.8062645310776947	0.9507311589870903	0.1	-0.003142896754100368	1.3798599243164062
218	1500	0.34877824391492934	0.28585128264107434	0.8525919229636978	0.44914788138587836	0.1	-0.003143184069620158	1.383249044418335
903	2500	0.38556688735710865	0.31422622951253587	0.6705013383374797	0.8165090942663984	0.1	-0.003143362438137073	1.9313914775848389
2621	2500	0.3992391657276939	0.28876805130382355	0.6064675802678426	0.42789578535166795	0.1	-0.003145279013373263	1.9243104457855225
377	1500	0.28344208701481977	0.226665972795911	0.9758288405887484	0.5499836349261977	0.1	-0.0031471717918209016	1.3835928440093994
1263	1000	0.319737392973669	0.2909614868669941	0.8973733434113409	0.14004069578682732	0.1	-0.0031491629460990564	1.1025018692016602
2344	1500	0.46696738923350967	0.3221373623900786	0.6464077278904758	0.892109494769887	0.1	-0.0031502783538146627	1.3785672187805176
1881	1000	0.3834907911632274	0.299490332418181	0.8719864901298069	0.412008381861135	0.1	-0.0031505222024777444	1.0918834209442139
792	2500	0.41031601447488875	0.22652187390531361	0.9313353294338242	0.7747869390793566	0.1	-0.0031525028128138377	1.9212114810943604
1352	1000	0.3219640819855569	0.2647207327144758	0.9095513849576716	0.4744513452684127	0.1	-0.0031535758693491973	1.0988433361053467
1763	2500	0.43886890003784046	0.3063435795999254	0.7917479467137125	0.32537991208622474	0.1	-0.003154315041967715	1.9158811569213867
2163	1500	0.5166506544633782	0.273960796017516	0.9805256068758312	0.13901947814378213	0.1	-0.00315439082539963	1.361664056777954
1251	2500	0.3470833211985224	0.2827614185074917	0.7479914476088287	0.004669193859332066	0.1	-0.003154553082833902	1.9237756729125977
2516	2500	0.5494857781883703	0.2768236356878407	0.7947053986496926	0.8570209356259352	0.1	-0.003155186826642296	1.9021480083465576
438	2500	0.30977430635697034	0.2318337376344617	0.7835769327431406	0.8370073234509109	0.1	-0.003155227781666695	1.9409303665161133
2323	2500	0.24414412658804602	0.2488910885930269	0.9918316926081855	0.4293543955558441	0.1	-0.0031553938395373	1.9225568771362305
1628	1500	0.4162837853070229	0.30172512420236386	0.6740498360953906	0.2632218675678376	0.1	-0.0031561057739341284	1.3776626586914062
452	2500	0.5731905198426104	0.28689273204981225	0.8554316671297466	0.170627857292317	0.1	-0.003156995827037249	1.905590534210205
2422	1500	0.3935984946517699	0.29173265929844583	0.7722642150450667	0.5546008352416005	0.1	-0.00315733121263815	1.3651094436645508
2168	2500	0.5484056437514119	0.30526452901524337	0.7148876142109395	0.20442933620516346	0.1	-0.0031583291302197973	1.9111850261688232
1828	1000	0.3271292065785759	0.3001261966136086	0.730851528541252	0.961249446152211	0.1	-0.00315972313983285	1.1068410873413086
2154	2500	0.3746816775086454	0.30221533501104836	0.652135645660127	0.49294284924241993	0.1	-0.0031607330220126237	1.9215404987335205
71	1500	0.2567393397679011	0.30403415288371793	0.9313138518920118	0.9854669131384736	0.1	-0.0031607408279665547	1.383232593536377
2316	2500	0.5311083383557078	0.24980566659919512	0.9510366954772238	0.33562114780399577	0.1	-0.0031614867634690135	1.9298949241638184
1411	1500	0.5434965793635966	0.291581234298889	0.9132020562093656	0.9379364103241633	0.1	-0.003161596177716755	1.3710041046142578
2367	1500	0.3905916413031001	0.24379453610945367	0.7062711240555053	0.5393413042960438	0.1	-0.0031621701796616425	1.3693015575408936
1233	2500	0.5639949482109696	0.29388908031762995	0.7736100637940737	0.2018386549670773	0.1	-0.0031632627191498126	1.9059607982635498
