	num_particles	process_std	vel_std	measurement_std	res_g	rotflip_const	mean_test_score	mean_score_time
20	4000	0.07284576005993659	0.08838705008546606	0.08383875671924783	0.03319000227591251	0.1	-0.003457452743682769	1.8914856910705566
117	3000	0.03457891679294389	0.21701034165512584	0.10331151083862972	0.19982671691968212	0.1	-0.003460423819119148	1.4905574321746826
178	12000	0.03948014076107262	0.1282435366221542	0.1407082697686361	0.8741127893448455	0.1	-0.0034604863295024206	3.733380079269409
98	4000	0.13496041319772814	0.10967339906891206	0.04418514345988395	0.5208642583666276	0.1	-0.003460590710847116	1.846886396408081
95	4000	0.032481621578714995	0.29567900886372867	0.08734708207733795	0.39040709185477573	0.1	-0.0034613648036488994	1.8778009414672852
136	4000	0.044069304090037	0.22620229618909593	0.05939524188736775	0.575536728380515	0.1	-0.0034620142881919653	1.8699803352355957
102	12000	0.05039007541750931	0.4796604146607088	0.12057989655232336	0.4032537629989058	0.1	-0.0034622633711337636	5.069797515869141
186	3000	0.07083697139194162	0.11851420326406682	0.06212545159021741	0.0031563645059152767	0.1	-0.003463225580895936	1.4950463771820068
196	12000	0.08565040125511654	0.10551357883557401	0.07805778924229737	0.39936764280068293	0.1	-0.003463346830329195	5.0389063358306885
34	2500	0.040293366969310226	0.12636982048655876	0.10338305969735938	0.531070985217548	0.1	-0.0034638136742139586	1.2926132678985596
180	12000	0.09072856005771575	0.3443174930599498	0.13748993349209476	0.6387700960553276	0.1	-0.00346382650948666	5.014334201812744
63	3000	0.11368001172723556	0.0918078802845881	0.13328252777235752	0.016570401213287567	0.1	-0.0034646890865677104	1.4940948486328125
122	4000	0.07300410215124664	0.37418039581828005	0.05649505744942189	0.633722121177023	0.1	-0.003464757740268644	1.907846450805664
88	3000	0.029809030518511952	0.12756754090056865	0.056939226507555785	0.06786332873599077	0.1	-0.0034648441532546016	1.4870636463165283
100	4000	0.025291108010395448	0.06742512039450661	0.06673205693534015	0.3816695896726472	0.1	-0.0034653392415297636	1.837815761566162
126	12000	0.0422052582776594	0.3969629657468518	0.07542596230365833	0.5623980598258433	0.1	-0.003465474058442124	4.944282531738281
166	4000	0.06518404083789996	0.1943294414313932	0.12042006361718771	0.39711439336568044	0.1	-0.003465936834466564	1.8855235576629639
173	2500	0.03963263644542893	0.30342808249765935	0.03994085005639087	0.7985446623804059	0.1	-0.0034661604143631742	1.3077106475830078
112	3000	0.09337752616852141	0.19181612278050714	0.061212556368027304	0.6257242774617249	0.1	-0.0034669054328743043	1.4747788906097412
12	12000	0.06743736541417353	0.31830437888584917	0.06250662264015341	0.7158342841788647	0.1	-0.003467409874875638	4.969383001327515
5	4000	0.06954672985123864	0.2891756659126098	0.12139254459423654	0.9820669500503718	0.1	-0.0034674662551756174	1.9616479873657227
44	12000	0.13476241360605273	0.27937697709245296	0.1333775018183348	0.7035526463023191	0.1	-0.003467711122814198	5.021057367324829
115	12000	0.026977020595733855	0.39013681349562795	0.12832945782468427	0.5310378062163905	0.1	-0.003467933540645332	5.035155534744263
74	12000	0.05892551551032355	0.7006326165016135	0.13837182351231148	0.7051959952564636	0.1	-0.0034680678871553783	4.963705778121948
2	3000	0.0405627942017073	0.09021952704741269	0.08837892240861518	0.3712221193527645	0.1	-0.003468143573140035	1.5195119380950928
191	12000	0.10150879126156277	0.18693238737910645	0.07051409414387984	0.44719623005833375	0.1	-0.0034682129548027508	4.99419641494751
78	4000	0.13462635087326552	0.18494488174563573	0.10104273767260312	0.8149360113815785	0.1	-0.003468847526314377	1.8786921501159668
49	3000	0.021939383203176593	0.1965232585688359	0.05794526661858828	0.781407815424935	0.1	-0.003469316156784429	1.5029985904693604
105	12000	0.11402146674892316	0.7989059827887981	0.1493864634764382	0.725629622574447	0.1	-0.0034693313253964762	4.974860906600952
4	12000	0.12294029473173257	0.43913570716389777	0.11547601664921255	0.3753028856105718	0.1	-0.0034694575762884584	5.189900636672974
38	12000	0.031274162907686	0.4462985342663467	0.13392838285030756	0.06439355103931199	0.1	-0.0034696689516403698	4.933050155639648
92	12000	0.10003097694472561	0.6452114576766655	0.12277716077965983	0.8176401294561394	0.1	-0.003470298676143844	4.918247222900391
66	4000	0.13187730542828505	0.10096406639858822	0.08426836478870989	0.3192650423836586	0.1	-0.003470300032720855	1.8672983646392822
179	2500	0.04201041711320314	0.28878939363570794	0.07560586584497675	0.05331012487978304	0.1	-0.0034706383821067224	1.3032045364379883
93	3000	0.0542715809157058	0.23501737890692176	0.10190532179003466	0.5492919575827062	0.1	-0.003470682092511427	1.4821348190307617
174	12000	0.08495784921988275	0.34641162261873776	0.10027789592931825	0.9883822282669361	0.1	-0.0034708147750125463	5.065455675125122
73	3000	0.09812243728643946	0.07425040400484566	0.06536824389604104	0.2212522260705584	0.1	-0.0034711435562625667	1.5203797817230225
85	3000	0.05640062841878025	0.15147894576232135	0.06925588650916892	0.5860290885138786	0.1	-0.003471256804746951	1.48685622215271
137	4000	0.040836167877347104	0.516528116478719	0.09048825220983414	0.046442181529435245	0.1	-0.0034720787624037157	1.9096472263336182
53	2500	0.05596668648144904	0.10737734315012944	0.11737192651010435	0.2801922580364129	0.1	-0.003472391845267742	1.2878053188323975
109	4000	0.08800664007709764	0.4032217441336697	0.13839113232993422	0.6909055249828241	0.1	-0.0034728369969058343	1.874833583831787
127	12000	0.10232274133563085	0.7429658967783825	0.12741833169546385	0.9634730558568998	0.1	-0.00347298672165185	4.976147413253784
188	3000	0.07062544445898593	0.2624398471488153	0.07817382198887476	0.3769933858809994	0.1	-0.0034729900780008736	1.4833152294158936
37	4000	0.07396900029431669	0.3442359760280111	0.07139204158389736	0.4094386623429763	0.1	-0.0034729948235118933	1.8462018966674805
163	4000	0.03163463120308013	0.4123040861969253	0.10927991130127666	0.92319172959955	0.1	-0.0034733745797311754	1.926659345626831
89	3000	0.09336797952911179	0.1447275689793881	0.0522372255416895	0.015552710865629482	0.1	-0.0034735759285827407	1.478837490081787
177	3000	0.07754937297273723	0.11009709259515991	0.11634558388747528	0.8967200837922527	0.1	-0.003473882802481315	1.5375449657440186
1	2500	0.14461605455795717	0.06356387772488568	0.08779229225565821	0.3351391543960235	0.1	-0.0034747765353979132	1.3245391845703125
189	800	0.024289187858447876	0.060965920118659325	0.0441263645189387	0.2969936593400324	0.1	-0.0034756199845841565	0.6359591484069824
170	3000	0.135070757420729	0.061953136261802114	0.11405772633331916	0.4397309985960942	0.1	-0.003475773340865557	1.495469093322754
107	2500	0.12800367467277318	0.07870972786679635	0.14911531301900688	0.28285588547691354	0.1	-0.003476140610651233	1.2939836978912354
75	2500	0.10217693459808354	0.11571584407600412	0.11492822558209534	0.9074170766535274	0.1	-0.0034762215826524365	1.308535099029541
