	num_particles	process_std	vel_std	measurement_std	res_g	rotflip_const	mean_test_score	mean_score_time
1551	2500	0.37407810805524166	0.36864337024167404	0.4876228933132878	0.9945857348954296	0.1	-0.0027770744916173675	2.198356866836548
689	2500	0.32304165727111345	0.2722759004201258	0.37058420019937127	0.9129599797782071	0.1	-0.0027792169454649426	2.2078020572662354
97	2500	0.38216373720013674	0.3140870410059425	0.43999789038020465	0.25807860132582394	0.1	-0.0027841454628590315	2.1942429542541504
671	2500	0.4447410255082076	0.47259385243713603	0.5891860278839153	0.8454326524088823	0.1	-0.0027846769797204097	2.191593647003174
1309	1500	0.3622873426427749	0.29622955247829275	0.33514808359246906	0.18684652958438586	0.1	-0.002786171787617968	1.5383186340332031
705	2500	0.3420172523581392	0.5808086089339937	0.4137942130179542	0.4791345547847202	0.1	-0.0027895745682079494	2.170804977416992
1167	2500	0.21717624092478002	0.442218694500201	0.4639046332260207	0.6597467105271987	0.1	-0.0027905435140907005	2.193870782852173
192	1500	0.22741821457589162	0.32756578558431226	0.37140249865523933	0.3052119062782268	0.1	-0.002791205005825095	1.5391099452972412
495	2500	0.3245601687696722	0.4113259040538705	0.3783245940738429	0.049973863661406104	0.1	-0.0027930840824640377	2.19163179397583
1451	2500	0.4255438379482237	0.15350504352023797	0.33716543648543407	0.9391580439245248	0.1	-0.002794659776225995	2.196993589401245
1800	2500	0.23559159530514384	0.5457616204557636	0.510026625659618	0.7747382678502756	0.1	-0.002796635838066067	2.187873363494873
2713	2500	0.3701094738191857	0.1622447770673348	0.4106597800562449	0.2710556487660636	0.1	-0.002797649544554799	2.186892509460449
2227	2500	0.29003403609133926	0.176545772774061	0.512071771582882	0.555178875347846	0.1	-0.002797770789362761	1.7113397121429443
825	2500	0.4567812840759284	0.2906104443710577	0.42770949684943077	0.3576012434642192	0.1	-0.0027998893464371943	2.1745851039886475
1086	2500	0.20710232809238033	0.3728268890261509	0.3783172980663585	0.8655912837819386	0.1	-0.0028012481585198744	2.181394577026367
616	2500	0.37946993455478883	0.385287848084244	0.4464871713590398	0.2797784629406579	0.1	-0.00280195375627927	2.17508864402771
1949	2500	0.4041779798388897	0.34725945794226776	0.45556214890065017	0.9734450857870413	0.1	-0.0028021176253094815	2.2169673442840576
1464	2500	0.21771233110206165	0.5616974827325831	0.4097927013491597	0.4596949388088486	0.1	-0.0028026986358475918	2.175166606903076
2316	2500	0.4250157605052355	0.16172714389887394	0.4124930078143392	0.9281487410970123	0.1	-0.0028034769544371084	2.186307191848755
2795	2500	0.4061770448253803	0.36772024735899156	0.48870668191279965	0.8792608115058491	0.1	-0.0028037880714527432	2.208677053451538
1899	2500	0.29690690364162314	0.28362338864119646	0.4412412851447807	0.24616909123024777	0.1	-0.0028039199339836614	2.18100905418396
2397	2500	0.2669001996095118	0.44939853334491364	0.3523298086325112	0.7298395653802481	0.1	-0.0028042099517731917	2.181872844696045
1487	2500	0.4297216502976109	0.275193166390021	0.395776959768872	0.5391785784968616	0.1	-0.0028042923752561455	2.1899938583374023
1085	2500	0.4210381761165547	0.3511965026314496	0.45223421284998283	0.8715515780484222	0.1	-0.0028044188940253845	2.182596445083618
2673	2500	0.24578552121765512	0.49451098244737246	0.3111175839741206	0.9777880093684693	0.1	-0.0028044851516985663	2.1777496337890625
1972	2500	0.43441441978221307	0.25637561969624906	0.3968336067310017	0.633075557977836	0.1	-0.002804658417120234	2.1872386932373047
1751	2500	0.2686664290399625	0.65781846015529	0.4378707604039441	0.6009232921844313	0.1	-0.002804956337821471	2.211639404296875
2276	2500	0.4112167258046415	0.21537026599357878	0.44084711535904175	0.7946092782640891	0.1	-0.0028064511519633748	2.1976447105407715
1067	2500	0.33040543839355113	0.19106280234809386	0.36294070954767454	0.5580378787878926	0.1	-0.002811332947557272	2.213216543197632
538	1500	0.4156572471788844	0.1770172452644712	0.4718062064571602	0.2037795370881582	0.1	-0.0028127361096608357	1.539536714553833
2732	2500	0.3899913596342605	0.1996658745361422	0.4998712069781088	0.3465317889480978	0.1	-0.002813735725944441	2.178769588470459
459	2500	0.4061270248513247	0.2534124734925366	0.3386075469470519	0.6931170300488148	0.1	-0.0028151814996455913	2.1976706981658936
2198	2500	0.40567130331496937	0.47773323659472255	0.5980040338558351	0.2616236323536373	0.1	-0.002816650381145761	2.1815590858459473
2252	2500	0.39480638663650514	0.1539500523503242	0.46001443976580747	0.31541721735857886	0.1	-0.0028177583140665263	2.2046573162078857
786	2500	0.4310881936758433	0.3223523859071045	0.5784363074134065	0.8463493684218797	0.1	-0.0028203812281176934	2.1911723613739014
831	2500	0.3445972648836523	0.40029515299742546	0.33704273542765156	0.3288740265150616	0.1	-0.002820447183235653	2.178589105606079
1560	2500	0.35736880696783396	0.28416663665101416	0.38060865234253827	0.9360924438816284	0.1	-0.002821054260932457	2.1863086223602295
1875	1500	0.2209392801938542	0.16770437731262422	0.34427814339161084	0.00550955042981538	0.1	-0.002821153357448953	1.4414734840393066
1280	2500	0.3688213214503958	0.30583084262088256	0.4589135686859186	0.6251056787920589	0.1	-0.0028221993382528928	2.2042548656463623
2185	2500	0.43069332840014063	0.49836437929962385	0.4651181610909294	0.7496250850510663	0.1	-0.002822826655148776	2.184842586517334
696	2500	0.30199937428522383	0.15203499809410098	0.41500182494364735	0.5375094056598099	0.1	-0.0028236001157994142	2.177668333053589
1805	2500	0.42662763711027185	0.17521221352223817	0.3730914022084451	0.08179079960193891	0.1	-0.0028245700103951966	2.173161268234253
1943	2500	0.42676275161967103	0.306457811360756	0.5369476185981789	0.8987607165731212	0.1	-0.0028248364369157343	2.2021045684814453
1597	2500	0.2786890187414488	0.25149330703146583	0.37177055305183343	0.530760977748978	0.1	-0.0028255337095852784	2.1981990337371826
5	2500	0.38886141561031917	0.16129377089621266	0.4145341788747961	0.4456186497200647	0.1	-0.002825548665422088	2.200627088546753
211	2500	0.4568707226796315	0.2781897707131998	0.38709077784972307	0.46125792370683616	0.1	-0.002826848230639801	2.194340467453003
675	2500	0.4158695464293961	0.38749580102439596	0.5092393200241858	0.7987284046066029	0.1	-0.0028273320393300246	2.1862902641296387
1728	2500	0.3799772556032466	0.33525487170959334	0.4634941005260046	0.867021318896111	0.1	-0.002827552879158503	2.1890974044799805
2835	2500	0.38276924226341225	0.19371094763513388	0.5449885610171612	0.1622107660944373	0.1	-0.0028281538865994643	2.142268657684326
1340	2500	0.31711704077104674	0.6935063043417363	0.379514665070363	0.59829795169289	0.1	-0.002831942738319466	2.196807384490967
1111	2500	0.29246788599089185	0.1717396156331895	0.3529254366817398	0.44635932044578985	0.1	-0.0028325523328999293	2.165755033493042
1006	2500	0.41388635302014654	0.29109652494314087	0.5737567027015908	0.5241334420595746	0.1	-0.002833138055513216	2.187460422515869
952	2500	0.3118629223263759	0.6290454887213034	0.46238766507254603	0.3785403542632725	0.1	-0.0028350860585872927	2.1873810291290283
2595	2500	0.3458088425436482	0.3702564592830979	0.3236252798364095	0.9412670992968847	0.1	-0.0028354683276046394	2.194289207458496
1267	2500	0.36300776376640836	0.37996537044120493	0.5407437843745777	0.7109671174213873	0.1	-0.0028356956241699055	2.1603360176086426
2046	2500	0.32999046364223394	0.24426834695816488	0.3747316180790408	0.9407966588521045	0.1	-0.00283575593059689	2.184576988220215
1415	2500	0.41381877656377286	0.44143215251880374	0.42080725230897087	0.8288638373435362	0.1	-0.00283628555240737	2.1843647956848145
1256	1500	0.2722139724963563	0.375564338219896	0.4471209077819962	0.7817635182534588	0.1	-0.002836463776147189	1.5305540561676025
1629	2500	0.43858112390723963	0.3347129239921286	0.5362225207767555	0.8781759378373803	0.1	-0.0028377825641423783	2.187674045562744
588	2500	0.3622119885618259	0.2315681449314732	0.4559702741368653	0.5871035761673717	0.1	-0.002838018384690918	2.201094388961792
912	2500	0.3243603944201612	0.4977184637101192	0.5557514265949894	0.5199976114746878	0.1	-0.002839721454347622	2.1843624114990234
1583	2500	0.2773839769012727	0.16906682963178782	0.3733131319755352	0.861288213027856	0.1	-0.0028398179111417004	2.1731221675872803
1339	1500	0.3920829531682605	0.3250510973769989	0.3551336575416108	0.5164446888277929	0.1	-0.002840064649284901	1.5345709323883057
2484	2500	0.29759874335251635	0.4391661386232789	0.4265046622716896	0.03972239044967618	0.1	-0.0028402857447316987	2.2034707069396973
1007	2500	0.3661198999168815	0.6320880344024667	0.37046400739510493	0.7095884943234338	0.1	-0.002840324192653413	2.1898860931396484
304	2500	0.37856960136376205	0.5340083539350368	0.40180061552866847	0.3155194530854073	0.1	-0.0028404443175515837	2.172412872314453
34	2500	0.27077025187164766	0.5269004566274129	0.3562564613511592	0.7252381658726819	0.1	-0.002840532680037672	2.1823127269744873
201	2500	0.30614855356948856	0.2673539589523366	0.34165236887583633	0.19937178009532575	0.1	-0.002840812254885323	2.2011303901672363
631	2500	0.20211860420516345	0.5416751012910019	0.4909761084604034	0.8067670361001393	0.1	-0.0028409992721749296	2.191433906555176
1253	1500	0.34597796386683577	0.3404657919906441	0.3388521859265171	0.4433789673880837	0.1	-0.0028411922809259875	1.5328888893127441
1628	2500	0.3004490714483065	0.25920663833812463	0.43224337640014826	0.17679832427718745	0.1	-0.002841457932346708	2.191114664077759
668	1500	0.31979787232361034	0.28960243560094767	0.3640374227317631	0.04856658826911431	0.1	-0.002841653433612019	1.5749123096466064
2826	2500	0.33760638377650143	0.5159013939932511	0.517993044839234	0.8536263533211937	0.1	-0.0028421776721291314	2.1790456771850586
2831	2500	0.30636265693900544	0.4058413140352668	0.38315023815003924	0.3852294038944629	0.1	-0.0028435893098402837	2.190674066543579
2058	2500	0.3361445403340503	0.225629415494503	0.43629288469703176	0.695250338050023	0.1	-0.0028443069362135967	2.201444387435913
126	1000	0.3072810933587046	0.2514379768643331	0.44159834857093205	0.2578500575150159	0.1	-0.00284453219099497	1.2086057662963867
935	2500	0.38670492938760226	0.36752248878611443	0.4628837305528898	0.41004588872533976	0.1	-0.002844709851333047	2.187514305114746
4	2500	0.35955718889085897	0.3930491516748936	0.47391493549784014	0.496765009448775	0.1	-0.0028448461574234517	2.1925978660583496
1647	2500	0.34971344056277875	0.5938801847662591	0.5294298257651662	0.7414799225545826	0.1	-0.0028450439458579764	2.18678879737854
517	2500	0.4145942667990149	0.19893324809044585	0.4326957539646842	0.877460112276023	0.1	-0.002845184144242389	2.2270619869232178
552	2500	0.3432685499831387	0.3905297388056308	0.3353167037782246	0.012349089985112971	0.1	-0.0028454145867046273	2.179258346557617
2256	1500	0.459601965477915	0.20102028450372397	0.4613276805723313	0.23916536489144147	0.1	-0.002847111523555282	1.5598418712615967
1434	2500	0.24142548824745272	0.3338030529575998	0.31626805915073575	0.3180024498145051	0.1	-0.002847809577455382	2.1797335147857666
1112	1000	0.37927382647631624	0.2226852589372097	0.36201394869548864	0.6610869996326195	0.1	-0.0028480632412209096	1.1971426010131836
2218	2500	0.35280087805210303	0.5009179662227635	0.4288111509138327	0.28871106052573947	0.1	-0.0028494721585323153	2.20957612991333
642	2500	0.42692415507394643	0.32545397041032587	0.35724418358109244	0.139495070709164	0.1	-0.0028497630708587047	2.205801486968994
1223	2500	0.33024087120151274	0.15361371319405656	0.4240475190532281	0.7643843395035804	0.1	-0.0028504762028172073	2.2209112644195557
1948	2500	0.3018027225998065	0.3756064293709023	0.4121183243089518	0.7310219242205883	0.1	-0.0028506681817456626	2.2170844078063965
807	2500	0.3266664326165754	0.4553541342251609	0.5351533221858963	0.5506888525508616	0.1	-0.0028507076332340096	2.1926329135894775
1795	2500	0.3337426665621714	0.4695706385351096	0.3599346667816056	0.9450983574524402	0.1	-0.0028511216255918894	2.1926989555358887
755	2500	0.3651195632944216	0.17328079113807732	0.4640134973409566	0.6142746645574588	0.1	-0.002851538487023732	2.191816568374634
2250	2500	0.4490946955722881	0.23774161459222312	0.4002305562934649	0.35267769567933405	0.1	-0.0028519796787953777	2.1903276443481445
718	2500	0.23840360270794844	0.3655569152035318	0.5300172220698371	0.14300972274597457	0.1	-0.0028525227384942485	1.7217695713043213
2815	2500	0.29003327742693946	0.4396778702149101	0.4476010313889691	0.39552598669984207	0.1	-0.0028525604056348795	2.1800997257232666
1120	2500	0.39703825091860534	0.2506883351808278	0.4844567135323777	0.7277877649320627	0.1	-0.002852641547761831	2.1865062713623047
2167	2500	0.2426695983862864	0.49248899721995176	0.3894088342285984	0.2583878371359094	0.1	-0.0028526944907517763	2.189622402191162
920	2500	0.445744415780964	0.2671721205489529	0.4582684008971013	0.45555297211955437	0.1	-0.0028544055498022913	2.2348809242248535
830	2500	0.30772953257569036	0.3003495256339501	0.4754924910134234	0.26976771673490796	0.1	-0.002854604778820026	2.183443784713745
1462	2500	0.4209304467370392	0.36881999942106536	0.539934394165096	0.5532768992313325	0.1	-0.0028547825371452915	2.1753323078155518
1547	2500	0.4006913843115641	0.47422301443228143	0.41321161931501915	0.31207865621127506	0.1	-0.0028548547685481457	2.170868396759033
1862	2500	0.3727528566294372	0.2383232828972088	0.3160813543142588	0.66700214555894	0.1	-0.002854990837887828	2.1725752353668213
1303	2500	0.37459838649000443	0.2329994378150831	0.43891987389997333	0.3302852319879639	0.1	-0.002855010447022394	2.1850571632385254
116	2500	0.4547884555058567	0.5278080536243441	0.4824405003117993	0.295781638796762	0.1	-0.0028550376574518117	2.201864719390869
1526	2500	0.35388119590778877	0.21492542696694678	0.5504511647756425	0.43453160770669264	0.1	-0.0028550502768767234	1.778674840927124
1277	2500	0.425298991550811	0.31538373183066365	0.3106540070668805	0.8482629457283929	0.1	-0.0028554149050191015	2.189314126968384
2689	2500	0.38733275562019714	0.3646857845277965	0.4795257484924439	0.5654740039266088	0.1	-0.002855743726309844	2.197197437286377
348	2500	0.3149290647375333	0.1861743019301681	0.4711869010176323	0.18890284821117898	0.1	-0.0028564964905193344	1.9647037982940674
1166	1500	0.3747074715009847	0.3037424211032357	0.37695432845469057	0.8980893876857848	0.1	-0.002856994922442239	1.534956455230713
1243	2500	0.4024391584942859	0.3914169878749655	0.3425308337119001	0.11329440845555927	0.1	-0.0028584259073868457	2.176034688949585
2219	1500	0.22584798289524852	0.37971479782336903	0.40037744592894353	0.6433754032038947	0.1	-0.0028586489370335004	1.5406804084777832
1737	2500	0.2593904359551787	0.3932889174204715	0.3407497046490484	0.24588981129540677	0.1	-0.0028586574727220027	2.1894047260284424
2372	2500	0.2358162553020383	0.3168564830326756	0.3046928515291836	0.3108677718734604	0.1	-0.0028599104695060146	2.1701266765594482
2260	2500	0.42363734357725424	0.3296845048391252	0.3820115566722851	0.01998749140959377	0.1	-0.0028600203636397342	2.1960034370422363
1046	2500	0.2235156609543935	0.33497289212702963	0.2841498611348288	0.4513466354436906	0.1	-0.0028604093760444408	2.2216508388519287
458	2500	0.3751696417070225	0.5107801192744044	0.38649031267523426	0.5736900083145601	0.1	-0.0028611072163949648	2.1980347633361816
750	2500	0.43450092260557893	0.5192649867582773	0.4992772807727527	0.2578826296418575	0.1	-0.0028617151407541504	2.1749565601348877
1712	2500	0.3881984418056675	0.3313033950635039	0.2979949619340902	0.817238146205516	0.1	-0.002862338551453641	2.172860860824585
572	2500	0.40723752360446847	0.42651204139034293	0.45553684681754736	0.15062888455265522	0.1	-0.002862628132473455	2.2077465057373047
48	1500	0.24081932961447827	0.28240283331628363	0.3452331968472562	0.72205273043277	0.1	-0.00286282355812209	1.5408716201782227
1977	2500	0.41234659948077546	0.35346024514354724	0.502997643414549	0.650954651049603	0.1	-0.0028633360848901905	2.187347888946533
966	2500	0.29346666892288736	0.3208173422036312	0.4084149486299325	0.7873170512684111	0.1	-0.002863861726801123	2.1867823600769043
1476	2500	0.32962054200346913	0.4110369092981303	0.36589074530006177	0.15107535685512008	0.1	-0.0028643561362697483	2.203920841217041
551	2500	0.2366762405915505	0.4345453467739513	0.32153923072850593	0.17266102879961565	0.1	-0.002864444587617504	2.1764163970947266
1336	1500	0.2774643213870871	0.37434085230838726	0.34659674942642155	0.2765386881352633	0.1	-0.00286459034359323	1.5342128276824951
1090	2500	0.3120189551839435	0.4432440957407613	0.3726114608711063	0.14766970997550133	0.1	-0.0028648732188273655	2.1733579635620117
1608	2500	0.28764921869422194	0.2722668827049102	0.305902587714072	0.1256180500312668	0.1	-0.0028653368251018285	2.1859805583953857
828	2500	0.27427931155304053	0.37765004649039297	0.48542434015409697	0.03500851125271742	0.1	-0.0028656626200438172	2.1833009719848633
2800	2500	0.44331683265709565	0.34322198469192133	0.5228599573094698	0.2500593047712978	0.1	-0.0028657015393251423	2.179211378097534
2704	2500	0.42717207565052195	0.23241196394131974	0.43786509167800847	0.614930258051897	0.1	-0.002866140279184842	2.1826882362365723
45	2500	0.3245034950200698	0.2622819783834334	0.4470416760193545	0.28778920907265637	0.1	-0.002866216907357273	2.1883058547973633
1995	2500	0.3736606473584583	0.395938275162263	0.4016527589615151	0.8887864588817301	0.1	-0.0028663819076446984	2.2111423015594482
2578	2500	0.34484801143663724	0.33824157900616003	0.5167455352477488	0.21324934160900544	0.1	-0.0028668275708780538	2.205120086669922
325	2500	0.4554424437652339	0.5113098268625906	0.4903499131310892	0.8766097733662773	0.1	-0.002867074280264256	2.182225465774536
2655	2500	0.43533953827706673	0.28272621659423974	0.5081451698260852	0.9976367693416269	0.1	-0.002867390986804753	2.184149980545044
2527	2500	0.43493346340134187	0.47968541644084917	0.3676438663218811	0.5197838439969372	0.1	-0.0028674781575032155	2.1880178451538086
2085	2500	0.23273174766344404	0.4452027188047709	0.3386867453053002	0.3146329594042342	0.1	-0.00286779209660209	2.191209316253662
1719	2500	0.36531552732228956	0.4266596452209981	0.4579946076464809	0.6088503725012928	0.1	-0.002868676812750194	2.187499523162842
1025	2500	0.40108872328379575	0.167800360666961	0.30923318473451267	0.8480025338757315	0.1	-0.002868824355648748	2.197183847427368
1868	2500	0.32477751928694165	0.6868834797254124	0.42953862062600334	0.6409930423699923	0.1	-0.0028689811796995387	2.1808934211730957
1538	2500	0.44686732958419995	0.6505968989251939	0.5877935153174503	0.3115047838740018	0.1	-0.0028693623723514052	2.1688148975372314
2572	1500	0.3713083122966382	0.20060703466730465	0.41462070961473096	0.13295250705002548	0.1	-0.002869575714422883	1.5421979427337646
2761	2500	0.45119733758642216	0.3847189985695627	0.4528138634513874	0.7167117017068203	0.1	-0.002869646812349975	2.1959993839263916
695	2500	0.38055069408465414	0.20452810188345819	0.37762808941152914	0.5073093513941318	0.1	-0.002870538258168108	2.1848647594451904
1864	2500	0.45615440122179457	0.2854063489854201	0.48148762090844743	0.6709204958694174	0.1	-0.002871161292608576	2.198622226715088
454	2500	0.2466784401780506	0.30570599432602114	0.3746165582891212	0.622903400466913	0.1	-0.002871661459294465	2.202565908432007
2144	2500	0.442909960268985	0.23150821361800972	0.41856963459703933	0.5480292022645679	0.1	-0.002872478276498166	2.162632942199707
1978	2500	0.4292187484731912	0.24443723482484114	0.4706716410067585	0.7907455167655466	0.1	-0.002873343491079525	2.2308003902435303
2379	2500	0.41188010681810844	0.3763067087681068	0.48089645943543113	0.841161192474794	0.1	-0.002873467900041663	2.1788065433502197
1333	2500	0.3951485630195949	0.6229869991507567	0.4972135203386727	0.9572665604213201	0.1	-0.002873738563525334	2.189114809036255
2092	2500	0.22695387260943342	0.6054186308323709	0.33897346075124934	0.012210702860387501	0.1	-0.0028744697294175265	2.180260181427002
927	2500	0.3225511617187638	0.6526404878319217	0.3530194424532887	0.6317264167792189	0.1	-0.002874756471975192	2.187836170196533
1096	2500	0.21163377904913946	0.2565068547340912	0.3921446359185956	0.7670617597362437	0.1	-0.00287551647188526	1.8445723056793213
1849	1500	0.37209287812672853	0.23408186611179704	0.4011261640578227	0.21664270706349098	0.1	-0.002875567312570495	1.5270583629608154
1344	2500	0.41711718078469023	0.5832614799033579	0.537628182197248	0.05239717869344984	0.1	-0.0028757249004706968	2.187918186187744
324	2500	0.37869964777086973	0.33704950097797326	0.2963817948867627	0.4056162673459561	0.1	-0.0028763413487033875	2.164755344390869
365	2500	0.4514724673678879	0.1751051413017935	0.3197426354435717	0.8088857818924731	0.1	-0.0028763894440231776	2.1953814029693604
1926	2500	0.4169704257727724	0.5369175746231422	0.5113203067650257	0.07814937107297737	0.1	-0.0028764592560397754	2.2081282138824463
2747	2500	0.3005600353695821	0.28123682847490195	0.35112894597020167	0.3495824636218743	0.1	-0.0028770496808834998	2.1982064247131348
1347	2500	0.29831818865951093	0.3736563942731511	0.47186565172177564	0.9235797666815388	0.1	-0.0028771931011040523	2.191303014755249
2437	2500	0.2856599514566411	0.2213957707987351	0.36782157017194494	0.25272308127591625	0.1	-0.0028775256884914055	2.180933713912964
9	2500	0.28959131326769316	0.24648509075582542	0.4094362396072836	0.5683561899461215	0.1	-0.0028777195797048453	2.165544033050537
964	2500	0.3126639776071799	0.5372618728292861	0.3860997229176366	0.37155124725745814	0.1	-0.0028781829916266722	2.1990773677825928
873	1500	0.34893118004655777	0.2419957603499223	0.3987817384414689	0.409998769398903	0.1	-0.0028789785417151523	1.5346250534057617
1847	2500	0.3640516875244762	0.2717937814469467	0.44430850118318566	0.4139950396602966	0.1	-0.002879123699873655	2.1931068897247314
