	Q	R	eps_max	Q_scale_factor	rotflip_const	mean_test_score	mean_score_time
1899	0.648477845769361	0.004094165757631408	0.6180643975781765	508.61442124088427	0.1	-0.003989156146163835	0.06643271446228027
2474	0.6517713251942467	0.00422293600005166	0.6187319511764405	2299.43937737514	0.1	-0.003993172543091731	0.06618309020996094
2592	0.6085398330669902	0.004013588174540626	0.16870628359029421	614.9069124543176	0.1	-0.003994296720649152	0.06598043441772461
1381	0.6060084300942221	0.004238983821211757	0.06843044791397385	3243.7461167458164	0.1	-0.0040029642379252	0.06641292572021484
2039	0.5404961916949089	0.004020035896415788	0.7433886855790628	1141.3412134772832	0.1	-0.004010957522415726	0.0665428638458252
359	0.647821243285228	0.004737588825118577	0.3991468550845761	1456.835828908271	0.1	-0.004011486010646979	0.0668020248413086
415	0.5794820779770468	0.004321812522415211	0.9216787629047245	2429.6373414540385	0.1	-0.004012383259726494	0.06702661514282227
22	0.6366763289580962	0.004745512102743599	0.7411935524146169	2316.3950954591237	0.1	-0.0040143032853639906	0.06657242774963379
208	0.5498144621717529	0.004193667336860979	0.9147866720695788	684.2545800136146	0.1	-0.004015268344801395	0.06654071807861328
2528	0.5717493771840796	0.0043513308536667	0.4384302688567518	1971.181195681119	0.1	-0.0040154743608849875	0.06603264808654785
1282	0.6039924122100442	0.004586828875322361	0.1155965072897399	3347.1602969638934	0.1	-0.0040159336390011464	0.06645607948303223
97	0.5960858652377548	0.004568193721147071	0.28531265629022584	1791.9322922667511	0.1	-0.004017236449797972	0.06651806831359863
112	0.5782246932648902	0.004446798684143084	0.6327573150304198	478.1667369470947	0.1	-0.004017351900256039	0.06658577919006348
653	0.5796974429017931	0.004483112317350118	0.9999231073672293	2060.359022693361	0.1	-0.004018323163383495	0.06632685661315918
234	0.6007608498457386	0.004662227185741371	1.139927627644156	2155.0735877714874	0.1	-0.004019445169059445	0.06673645973205566
173	0.5319094693891524	0.004175369941637159	0.4246182607508389	964.2552511796895	0.1	-0.004019534236369677	0.06682658195495605
8	0.6609143661429135	0.005082663868257621	1.056402865988842	2721.392424675828	0.1	-0.004020076525079326	0.06666278839111328
1456	0.5578722720549096	0.0043869752830492	1.1778535297006545	541.8352808850268	0.1	-0.0040205435545873835	0.06671357154846191
1348	0.567316968786457	0.004573151020013582	0.5916227681757396	1678.5260066707199	0.1	-0.00402500636687714	0.06731271743774414
2831	0.520949440876583	0.004242959825540307	0.21668401239403723	2956.6873577850583	0.1	-0.004025476534891447	0.06597256660461426
1160	0.5309532220969297	0.004262592844170978	0.5560343324678354	152.29425579513665	0.1	-0.0040262981588974345	0.06640505790710449
689	0.5853495697096072	0.004744944801850064	1.0932846938466252	485.5116065221227	0.1	-0.004026457139956846	0.06636571884155273
2007	0.6998878108733253	0.005574499918993169	0.2275425911032033	381.12718665245905	0.1	-0.004027113244607486	0.06635856628417969
2830	0.6785183782828781	0.005441403738783075	0.2739227018727129	2620.6056821526845	0.1	-0.004027723201861739	0.0660851001739502
2519	0.5448062076396925	0.004494666392513676	0.5523037838674999	1255.1597450070708	0.1	-0.0040283929944081205	0.06607723236083984
185	0.690121521370644	0.005645786798153758	0.9771359862148542	1367.8580292094532	0.1	-0.00403168124134165	0.06657719612121582
1830	0.5196528717699362	0.004424182586840302	0.9224504525751633	1034.1654026959523	0.1	-0.004033204282977842	0.06647205352783203
2752	0.6589722804783134	0.0054992192254015235	0.17520568204919273	1360.6529736828288	0.1	-0.004034284700569632	0.06609153747558594
115	0.570226058367227	0.00485004467912011	0.5136136922005635	1658.706061715272	0.1	-0.00403452601342589	0.06653571128845215
1731	0.4618686944875111	0.0040655859276758	0.30745950810636224	1516.124164647779	0.1	-0.004036838951413232	0.06646370887756348
2674	0.5190115582497858	0.00452592530032224	0.05257140456940779	720.5780725272228	0.1	-0.004037502775153025	0.06599807739257812
2599	0.5012314342291491	0.004407715153821437	0.3755540533875483	2816.7062669781803	0.1	-0.004038467333490034	0.06603407859802246
1296	0.6121030803734451	0.005309230215062588	0.16205828618752383	932.9944796933116	0.1	-0.004040030575923112	0.06657075881958008
1430	0.4635399649679058	0.0041688982232191045	0.8939322189079193	970.3341843361329	0.1	-0.004040816587186992	0.06644964218139648
1648	0.6361986646881301	0.0055326281298395215	1.114645401280994	2313.815079092635	0.1	-0.004041204299438992	0.06645798683166504
984	0.5947676253428071	0.005218390033240844	0.8876620295348002	1134.8281102543817	0.1	-0.004041653611639509	0.06649899482727051
2656	0.6429878203333673	0.005681022659716526	0.577457154597576	503.54549420121515	0.1	-0.004044351881503368	0.06602692604064941
2814	0.6849218360833318	0.0060581046830108145	0.4355687781067664	3103.0627126688155	0.1	-0.00404647813192726	0.06604218482971191
1317	0.5142471246404962	0.00471456885858936	0.5271006930637417	1577.987611365569	0.1	-0.004046629902040528	0.06646013259887695
2808	0.48781628827547424	0.004504821931396419	0.8139635109850966	2478.6984646334536	0.1	-0.0040471101274183125	0.06603503227233887
2058	0.4238844680997455	0.00406359233912485	0.7183012033173986	3445.9271952337567	0.1	-0.0040513019142559715	0.06630229949951172
502	0.5480348270539166	0.005152456475434857	0.9942808535367991	2569.300809712642	0.1	-0.004052550805850525	0.06656312942504883
840	0.6825885823219371	0.00628933950589034	0.9440161597032403	2857.5401344095703	0.1	-0.004054335945301673	0.06653642654418945
21	0.589478168427811	0.005555989750099665	0.40839191016559157	775.8892122384874	0.1	-0.004055176240078149	0.0665590763092041
1915	0.6452755446808859	0.006053791388842364	0.4971668038373105	284.5482571163492	0.1	-0.004055992746033734	0.06620550155639648
265	0.4315517933332671	0.004246599753262792	0.356533367729537	2108.898941532818	0.1	-0.004056676310459344	0.06654191017150879
787	0.6956383049238779	0.006474296945026288	0.331592536941386	3036.275613810218	0.1	-0.004056728900785008	0.06639575958251953
2419	0.5237435635969202	0.005067461595916499	0.11724904331104612	1155.5895116404843	0.1	-0.004057343679151006	0.06624650955200195
2433	0.6087292078653865	0.0057851828824383705	0.5215040523006605	1690.5859984375466	0.1	-0.004057422583524469	0.06613874435424805
166	0.45783946603337977	0.004499407712149406	0.9386380791647354	2038.4367186747322	0.1	-0.004057465920927458	0.06683182716369629
546	0.6193755994288912	0.005904631117595518	0.46899739055586875	263.02375669383997	0.1	-0.004058259151305781	0.06638264656066895
1747	0.6202165018566134	0.005941074408984948	0.48229645888158806	2028.8020415688623	0.1	-0.004059359990625025	0.06643939018249512
79	0.6216333455491256	0.0060113191477750875	1.0594871245051403	2693.8380037202987	0.1	-0.0040613039278844165	0.06627058982849121
2056	0.5873775974749125	0.005760775924364293	0.07812055266727116	3204.448872949501	0.1	-0.004063024251954778	0.06630778312683105
455	0.5948336965811902	0.005853958682301673	0.2863824300544909	3407.2561956625	0.1	-0.004063966308904791	0.06664705276489258
392	0.3876841328307545	0.004002202006960851	0.20802721074832559	1461.850815559957	0.1	-0.0040642223380555845	0.06643462181091309
1345	0.5198492107933874	0.005246272382726234	0.6531939148195268	994.8510147316878	0.1	-0.0040656276685307035	0.06633758544921875
2329	0.47881627296561224	0.00488281232368973	0.27354770652211025	393.94804290664285	0.1	-0.004066105316931548	0.06629395484924316
2477	0.6377753757802269	0.006352037608095176	0.05377265821660294	2782.664289613337	0.1	-0.004068515184578552	0.06621766090393066
1749	0.5299978249395324	0.00547108666337699	0.9305599690066637	3368.4639795314965	0.1	-0.004070620245084448	0.06663680076599121
1454	0.6784494823921463	0.006307802549853425	0.2839673541743917	100.45909994111672	0.1	-0.0040716669842436526	0.06649351119995117
677	0.4012424452834091	0.0042875455931620345	0.8666858523953518	1726.4214886261298	0.1	-0.004071886661943303	0.06636857986450195
1635	0.6858095490829803	0.006924422478808919	0.8895557978256	1064.5525797115547	0.1	-0.004072831581302244	0.06627392768859863
1108	0.4789825210807613	0.005060702412142121	0.18294473999005345	2399.545986305281	0.1	-0.004073504733701641	0.06628274917602539
1798	0.6539595349684646	0.006656885505537305	0.623352329413654	2719.635235550196	0.1	-0.004073725400754612	0.06636166572570801
2023	0.49500227442432326	0.005230936493121325	0.13623868531951688	2870.6184422689253	0.1	-0.004074167984420768	0.06650519371032715
2716	0.6233125755748459	0.0064428699680211116	0.6609243214133742	648.0840586482416	0.1	-0.00407526747579439	0.06587481498718262
76	0.5180220181383144	0.005490362446548338	0.1588730739911766	2028.967129593296	0.1	-0.004075660003520789	0.06657028198242188
1949	0.5210059666605036	0.005523382437826336	0.3308144285230826	2081.8818854824444	0.1	-0.004075825034285284	0.06647682189941406
2237	0.574097036262064	0.0060148758194742405	1.1702503114988787	2153.3202601231933	0.1	-0.004076197724724274	0.0662992000579834
1367	0.5920251024751212	0.006189224967435904	0.6818025295599234	1712.976534886509	0.1	-0.004076378021890554	0.0664224624633789
450	0.6581103325273433	0.006784524062989787	0.569692827214528	1594.3675560458457	0.1	-0.0040765525362477	0.0664222240447998
1420	0.5724490899709429	0.006015196146956717	0.9845393681402697	1455.8443945692115	0.1	-0.0040767566247417435	0.0663909912109375
