	Q	R	eps_max	Q_scale_factor	mean_test_score	mean_score_time
738	0.1553471317545778	0.0205558485330714	0.3169116700815172	1727.1827978106583	-0.0001752202757856904	0.055999755859375
458	0.14355854799220133	0.017379834712922457	0.37920085840508344	776.1381558754322	-0.00017529765292544078	0.0603632926940918
2250	0.10583625853865727	0.008772103874316968	0.9614946084547407	1786.6907419846827	-0.0001754558723575543	0.05629897117614746
2154	0.11073624790717396	0.01016377280406743	0.8300028261427346	1881.222806959689	-0.00017555267338220128	0.0565493106842041
2287	0.11796403311711019	0.012573588596281533	0.4167430277567804	617.2551546094463	-0.0001758151399349133	0.05628824234008789
1315	0.1448210326699645	0.024374174094130518	0.269073155413959	1278.8071418521338	-0.0001758168803742908	0.05610179901123047
7	0.14437045791410977	0.015928056665506146	0.38329285116344614	1865.9330245513665	-0.00017631870076250235	0.056014299392700195
2823	0.11014119638976325	0.008050049107727716	1.0684192411133453	1227.2556154797	-0.00017643268277666213	0.05627274513244629
2416	0.14897400571813835	0.015027081484362045	0.3810869698085505	1113.8918382056431	-0.0001765229892012558	0.05622124671936035
283	0.16831498420115693	0.01745235554466255	0.3549645834370743	1333.265236302687	-0.00017655403411485598	0.05654001235961914
851	0.12064336119685297	0.009291589629622753	0.904007888999387	1289.1050996513225	-0.00017666595738023144	0.0559694766998291
462	0.11022012920152546	0.016040233384594177	0.32084772258175487	1350.3608477284936	-0.00017673014627616625	0.05609130859375
1387	0.1247072379318132	0.01149458739900814	0.7705096545796744	914.7123860235117	-0.00017679935685094455	0.05614066123962402
459	0.12725330530258888	0.01246725940605155	0.7204421746827658	1541.2916183072732	-0.00017679973808794707	0.05654454231262207
1352	0.11838283947296668	0.022853463543812194	0.2841381846329288	1462.3749717153028	-0.00017691046055633394	0.056160926818847656
1738	0.19505258583983473	0.020266251381206683	0.2977923646559929	591.2057844144955	-0.0001769376218920452	0.05626964569091797
1891	0.11305776509315252	0.010316032387568841	1.1577992653271536	1675.4755829329383	-0.00017707052448364118	0.0559999942779541
1285	0.12192314297627024	0.015940446787410467	0.38364627870899903	1596.2168754009908	-0.0001770755086015111	0.055916786193847656
336	0.10835958740539144	0.017892407091346783	0.3297298164628189	1934.356296919804	-0.00017726632000684357	0.05632305145263672
2088	0.10428848192591797	0.012193020537763295	0.6603095731416158	483.40009371590344	-0.0001772738717709471	0.05650496482849121
1663	0.16453314314875814	0.019838084255523324	0.2976052664320444	515.6523173292462	-0.00017735719274541726	0.055963993072509766
2698	0.11605826677828482	0.011012691267301897	0.9249391798860167	1831.2039859961753	-0.00017735860226078111	0.05653691291809082
1305	0.1756460428472421	0.01642989955020757	0.3164968409438591	167.09500592240184	-0.00017744982760058552	0.05593061447143555
2302	0.15481613914213893	0.014970909838460323	0.3798067250516769	943.4059361987541	-0.00017747318030467566	0.05634903907775879
1215	0.100074984383793	0.012638468982775373	0.5677677081920838	1283.610200512554	-0.00017750301195517188	0.056070566177368164
2192	0.12082963067372815	0.009620702138203523	1.1627186247501433	830.5930016220792	-0.0001777335311526461	0.05626726150512695
2365	0.12138375575331602	0.009115580125931663	1.2370450644804707	1463.5655141336993	-0.00017779878665190384	0.05630898475646973
1998	0.21953494326470896	0.018047268237113147	0.3834545797390656	1923.1419339838535	-0.00017780313726673276	0.0561375617980957
2427	0.13852753012165497	0.02061932906541578	0.27856846133030977	1436.7301328970227	-0.0001778065215854251	0.05635571479797363
2610	0.14345918863208185	0.011192946287246408	0.7993580439857704	1259.8086065933373	-0.0001778281591816117	0.05614614486694336
2460	0.26297393926457235	0.024409879501380145	0.26373955765803797	1309.2047769261135	-0.0001778387821377354	0.05638265609741211
2459	0.11584429056733467	0.01075547980393306	0.5848932772754964	757.1861376182212	-0.00017785174805080983	0.05660438537597656
882	0.1463402852457421	0.013482623659832126	0.6236746351824565	1255.913250510999	-0.00017788160576118903	0.05583691596984863
2806	0.16797429168894198	0.019863887942468104	0.3810330128052453	103.4123662017372	-0.000177916513195794	0.05643892288208008
143	0.14025851049685353	0.011778972167250596	0.7340448373901012	457.2072520390308	-0.0001780137209731049	0.056008338928222656
2773	0.12407974288086583	0.009522573527155862	1.1737125914950723	783.5768497464195	-0.00017802228875145963	0.055927276611328125
1660	0.10841176998779926	0.020601653743651263	0.34659203607289535	387.6354286426137	-0.00017803166767731504	0.056101083755493164
835	0.1570063773813025	0.013287485579210622	0.36691073337002567	47.21274735211044	-0.00017818164198510282	0.05592942237854004
994	0.11630932361122533	0.008596149603771997	0.702169541516926	164.58218011967432	-0.00017821766239864184	0.05608510971069336
249	0.11408695430817095	0.008535522017594806	0.9093841266615021	1252.5085467269116	-0.00017828263006353147	0.056189775466918945
2404	0.1813119425793679	0.01903615774555776	0.29454259587364157	1089.7720590694141	-0.00017828608391625683	0.05671119689941406
2841	0.14630460239033566	0.015148435134420915	0.6229716088981845	1987.5426275205714	-0.0001783197606449388	0.05618143081665039
146	0.1092825993257496	0.008181493158357053	1.2734757384643398	217.70111009956224	-0.000178326742948911	0.05607104301452637
953	0.12029198329743235	0.012875327632096993	0.890304403991578	1778.8871829642908	-0.00017840366468984225	0.05587005615234375
1084	0.12279488680823698	0.00830766200152853	1.1357693786226228	1012.9450362957392	-0.00017851415056924322	0.05617070198059082
1192	0.14314093376900644	0.012746163928307967	0.5426333907466756	123.63387822387907	-0.00017852055913481163	0.05608320236206055
87	0.1547595377492394	0.014441533007693153	0.58066414603939	843.6779247038249	-0.0001785624589468513	0.05598306655883789
721	0.13451592629120965	0.01002157169973831	1.1770856552885047	971.1814254984124	-0.0001785973481981978	0.055666446685791016
1470	0.2510823317286235	0.02063062417652091	0.3394898160313087	1862.8197398161883	-0.00017869775006964508	0.0561830997467041
1459	0.11105739746116856	0.013135848866365428	0.692664453885508	302.80952310180464	-0.00017875193579163106	0.056185245513916016
1695	0.2851145745312291	0.02152040587271152	0.29509657067026795	1001.6525107683889	-0.00017880843182854954	0.05646562576293945
1030	0.23029855642072466	0.023144904496080733	0.2545934831432528	480.8339061219595	-0.00017891200865398794	0.05601668357849121
1987	0.12249638034998472	0.016034839468503773	0.6132209514199686	1778.0234142555207	-0.00017900776284159666	0.0560460090637207
534	0.132611337904586	0.010422440640649	0.6956793634489805	828.8126963067754	-0.00017910628427579233	0.056485891342163086
1496	0.1320961195731549	0.017633515631555977	0.46272993939284746	1338.3861086111967	-0.00017913273973867313	0.05612039566040039
720	0.12024934261870555	0.02303413674575591	0.272875166158969	777.2711617970857	-0.0001791969279457253	0.05595088005065918
2409	0.10977385080713664	0.009359291887576879	0.5186106787862212	105.17519003396457	-0.00017920003637488901	0.05647730827331543
2188	0.15032010186120187	0.013398693518254765	0.8596713622223602	1943.8042467775217	-0.0001792763244069849	0.056313514709472656
1155	0.1332839112944454	0.013907006629758942	0.7840061948864032	1159.4232276528949	-0.00017928637050818077	0.05578279495239258
2058	0.15390243208704468	0.01267956886448192	0.8900681698474915	1633.4021199278222	-0.00017934999359453424	0.05622076988220215
303	0.1705043441056931	0.016002126094475183	0.5478563709391611	1741.3302184535466	-0.00017936009800751824	0.05634641647338867
2173	0.20214314902478886	0.019572142834825442	0.37279640999733366	1776.7601270165728	-0.0001793656793210239	0.056550025939941406
2436	0.13556386613159982	0.022193647199165608	0.3183541890919061	448.80560514028247	-0.00017937630075451165	0.05635333061218262
2584	0.1302514767192845	0.014073995432236424	0.7825950574653486	1196.184116866956	-0.00017938396403182995	0.057518959045410156
1632	0.1380866820618902	0.023595986990650554	0.21955001008210473	1169.880177288394	-0.00017940048082818217	0.05612611770629883
1202	0.13531569358612927	0.009427591225253957	0.9676076362465169	357.445734694043	-0.000179402561709809	0.05593585968017578
836	0.21653973525843118	0.017978864515274574	0.39094180461405664	405.94931551955443	-0.00017944679143954684	0.05618691444396973
1737	0.15419048638408928	0.013287528524020466	0.9578916512280322	1397.8516154290878	-0.00017947715523686922	0.05608940124511719
2090	0.12386834718678091	0.013745810495036363	0.8064303525069638	963.214601587634	-0.00017950585238160548	0.056284427642822266
1306	0.20372986213722571	0.02217211538899959	0.2519583449888136	1538.2774337957335	-0.0001795996384376412	0.055983543395996094
2483	0.16822493273011782	0.019785140161950036	0.43418330085093615	1784.1226374833395	-0.00017960824526852014	0.05735421180725098
140	0.1594839460442293	0.01304515116321923	0.7246975628483778	1704.5593440624143	-0.00017963509746039626	0.05624222755432129
2737	0.16521812962901283	0.013588962949954915	0.5681408544502129	1179.0832139888653	-0.00017964689653493957	0.05625033378601074
2567	0.1488974161152283	0.015694843802858773	0.48216267520236394	786.5000289581174	-0.0001796536225527558	0.056258440017700195
2759	0.15299824591116903	0.012752074661011453	0.787448563444473	532.7444847895555	-0.00017970757720393271	0.056307077407836914
595	0.23459850414201183	0.017942135061093444	0.3163797986828569	690.2817389781852	-0.0001797205475081135	0.0563204288482666
309	0.13813724841591124	0.008748692180806058	1.0562331673733674	800.9587459777529	-0.00017975461883230445	0.05637645721435547
173	0.22676977167621507	0.018156086921970096	0.37402451163101197	471.11510820797236	-0.00017975630218443046	0.05624246597290039
757	0.2743879446666337	0.02052611944409303	0.2923752298624754	1070.2258490704585	-0.00017981255662037797	0.055870771408081055
2386	0.20745258021519894	0.019174738863048046	0.4335249846285353	1057.1289683274342	-0.0001798220451465465	0.05637979507446289
1115	0.14201915907346085	0.011844645624461698	1.374899408962987	269.6669610666404	-0.00017983546522277368	0.05578160285949707
2739	0.13992689812958464	0.008211676191751241	1.0232640441884828	813.0271237267638	-0.00017987933658524975	0.056537628173828125
176	0.12291715015975371	0.010853500799219831	1.752967276434408	135.16117237444047	-0.00017992756925372928	0.05598306655883789
649	0.1709261331447584	0.015188303159461453	0.41241398485819203	874.988771321104	-0.00018003651384844617	0.056287527084350586
610	0.20977315893537912	0.018332520668353846	0.2996457396745864	1761.885174828377	-0.00018006085009695085	0.05648183822631836
1523	0.1503889757926536	0.011776547860000004	1.1677666712712316	278.6154439658504	-0.00018012153804126016	0.05603384971618652
2569	0.1907116232218199	0.01473423814961061	0.5563454172343187	1972.455110983953	-0.00018012303656589853	0.05641007423400879
1273	0.1515996007266142	0.008980654109454216	0.9053146028071084	883.6913395372901	-0.0001802208195734584	0.05624103546142578
2003	0.30644595374585726	0.022361710836067007	0.35381532461446563	1345.2001936116126	-0.0001802331285151523	0.05617856979370117
2599	0.16383090370721493	0.011182084938963954	1.0761959552838045	1628.3289341324216	-0.00018024222223683817	0.05652189254760742
2368	0.15647544154561277	0.01054358204241239	0.9754755598764293	442.35699907798335	-0.00018029051483894732	0.05628061294555664
441	0.1427166441533696	0.019652615539321225	0.42727921432503957	1514.6204800057585	-0.000180333467177158	0.056252479553222656
1895	0.1489084340672506	0.010223668058610635	1.4185093809123699	252.97739560447158	-0.000180357289961254	0.056043386459350586
1000	0.1632597796095901	0.011833900263769043	0.5471346753369036	498.1602917366877	-0.000180367621183333	0.055692195892333984
160	0.20846229659071427	0.020380462153060178	0.4456662037518575	1876.5312233569791	-0.00018037325899418553	0.05609464645385742
2851	0.10374878609600953	0.020307031777364436	0.3661689178265685	295.8732968173474	-0.0001803759555833814	0.056180715560913086
625	0.14185708426901014	0.009504438509697087	0.7776254184005889	634.6799431995415	-0.00018040588599403692	0.05606985092163086
1219	0.24241984934294736	0.021910688956908557	0.3392775679050276	407.85484614176147	-0.0001804147348167153	0.05598735809326172
1240	0.1664119909306042	0.017691312205073383	0.4189953629084126	1769.1438295447292	-0.00018042388522380306	0.05584144592285156
2716	0.19741448120071783	0.02062635083200203	0.39802142228990356	804.4955518343502	-0.00018043153480909113	0.056298017501831055
1832	0.10355240903842261	0.015245616635434042	0.5182767250983693	1154.0466019682187	-0.00018045178680322198	0.05604410171508789
1292	0.2429061540711212	0.022915869132678256	0.31631655934755953	887.0128627537654	-0.00018048448186710965	0.07235383987426758
1633	0.25772379636346265	0.020851403600361536	0.3708901284154045	686.5609429508653	-0.00018052214352026543	0.05612468719482422
2160	0.18883904788898595	0.02278950588943541	0.23184310562213817	18.739129994664165	-0.00018052229097157685	0.05676388740539551
2425	0.20735803591014523	0.016606342225136864	0.41366924185407505	1860.9888056626658	-0.0001805545087490004	0.056336164474487305
2461	0.16935124436012455	0.013628845089606326	1.0299765142655912	444.6246727915023	-0.00018058918507896215	0.05629897117614746
1075	0.1047735459773963	0.012694511524556026	1.222889535849549	287.72489601380965	-0.0001806343201770288	0.0561068058013916
220	0.1789727466034038	0.01303996197492092	0.573463497652111	732.6589643321013	-0.00018064795859666847	0.055953025817871094
690	0.19404851749406726	0.023446481028789226	0.3356656747928484	1267.1008153192322	-0.00018067235669724967	0.05576324462890625
2691	0.10487038070868507	0.010275121679938855	0.4861267834312951	1910.5530471884308	-0.00018068126141394052	0.056549072265625
2849	0.10250495374196714	0.01728125117064158	0.4708620315703959	812.8794172029673	-0.0001806850454892197	0.05658102035522461
224	0.15287750744096112	0.014460125100318674	1.1949436624640168	372.0529979154723	-0.00018071343862003695	0.05638432502746582
